Country,Year,Gender ratio,Education level,Percentage women
585,2005,1.2,585,2005
585,2020,0.99,585,2020
591,2005,0.97,591,2005
591,2010,0.96,591,2010
591,2015,0.98,591,2015
591,2020,1.0,591,2020
591,2005,1.07,591,2005
591,2010,1.06,591,2010
591,2015,1.05,591,2015
591,2020,1.03,591,2020
591,2005,1.15,591,2005
591,2010,1.17,591,2010
591,2015,1.13,591,2015
591,2020,1.08,591,2020
598,1995,0.87,598,1995
598,2005,0.85,598,2005
598,2018,0.93,598,2018
598,1995,0.68,598,1995
598,2018,0.8,598,2018
598,2018,0.67,598,2018
600,1995,0.98,600,1995
600,2005,0.98,600,2005
600,2010,0.97,600,2010
600,2020,0.98,600,2020
600,1995,1.08,600,1995
600,2005,1.04,600,2005
600,2010,1.06,600,2010
600,2020,1.07,600,2020
600,2005,1.06,600,2005
600,2010,1.09,600,2010
600,2020,1.13,600,2020
604,1995,0.98,604,1995
604,2005,1.0,604,2005
604,2010,1.0,604,2010
604,2015,1.0,604,2015
604,2018,0.97,604,2018
604,2019,0.96,604,2019
604,2020,0.96,604,2020
604,1995,0.95,604,1995
604,2005,0.99,604,2005
604,2010,1.03,604,2010
604,2018,0.95,604,2018
604,2019,0.94,604,2019
604,2020,0.93,604,2020
604,2005,0.98,604,2005
604,2010,1.09,604,2010
604,2015,1.01,604,2015
604,2019,0.95,604,2019
604,2020,0.95,604,2020
608,1995,0.99,608,1995
608,2005,0.99,608,2005
608,2015,0.97,608,2015
608,2018,0.96,608,2018
608,2019,0.97,608,2019
608,2005,1.12,608,2005
608,2015,1.08,608,2015
608,2018,1.11,608,2018
608,2019,1.09,608,2019
608,2005,1.22,608,2005
608,2010,1.15,608,2010
608,2015,1.12,608,2015
608,2018,1.2,608,2018
608,2019,1.18,608,2019
616,1995,0.99,616,1995
616,2005,0.99,616,2005
616,2010,0.99,616,2010
616,2018,0.99,616,2018
616,2019,0.99,616,2019
616,1995,1.01,616,1995
616,2015,0.96,616,2015
616,2018,0.97,616,2018
616,2019,0.97,616,2019
616,2005,1.01,616,2005
616,2010,1.01,616,2010
616,2018,0.96,616,2018
616,2019,0.96,616,2019
620,1995,0.95,620,1995
620,2005,0.95,620,2005
620,2010,0.97,620,2010
620,2015,0.96,620,2015
620,2018,0.97,620,2018
620,2019,0.98,620,2019
620,1995,1.08,620,1995
620,2005,1.1,620,2005
620,2010,1.03,620,2010
620,2015,0.97,620,2015
620,2018,1.0,620,2018
620,2019,1.0,620,2019
620,1995,1.14,620,1995
620,2005,1.19,620,2005
620,2010,1.09,620,2010
620,2015,0.98,620,2015
620,2018,1.01,620,2018
620,2019,1.03,620,2019
630,2010,1.04,630,2010
630,2010,1.06,630,2010
630,2010,1.08,630,2010
634,1995,0.99,634,1995
634,2005,0.96,634,2005
634,2010,1.03,634,2010
634,2015,1.01,634,2015
634,2018,1.01,634,2018
634,2019,1.03,634,2019
634,2020,1.03,634,2020
634,1995,0.97,634,1995
634,2005,0.92,634,2005
634,2010,0.95,634,2010
634,2005,0.95,634,2005
634,2010,1.01,634,2010
410,1995,1.03,410,1995
410,2005,0.99,410,2005
410,2010,1.0,410,2010
410,2015,1.0,410,2015
410,2018,1.0,410,2018
410,2019,1.0,410,2019
410,1995,1.0,410,1995
410,2005,1.02,410,2005
410,2010,0.99,410,2010
410,2015,0.99,410,2015
410,2018,0.99,410,2018
410,2019,0.99,410,2019
410,2005,1.03,410,2005
498,2015,0.99,498,2015
498,2018,0.98,498,2018
498,2019,0.95,498,2019
498,2020,0.98,498,2020
498,2015,1.01,498,2015
498,2018,0.99,498,2018
498,2019,0.99,498,2019
498,2020,0.99,498,2020
498,2015,1.04,498,2015
498,2018,1.0,498,2018
498,2019,1.0,498,2019
498,2020,1.03,498,2020
638,1995,1.03,638,1995
642,1995,1.0,642,1995
642,2005,0.99,642,2005
642,2010,0.98,642,2010
642,2015,0.99,642,2015
642,2018,0.99,642,2018
642,2019,0.99,642,2019
642,1995,1.03,642,1995
642,2005,1.02,642,2005
642,2010,0.99,642,2010
642,2015,1.0,642,2015
642,2018,1.0,642,2018
642,2019,1.0,642,2019
642,2005,1.05,642,2005
642,2015,1.02,642,2015
642,2018,1.03,642,2018
642,2019,1.03,642,2019
643,1995,0.99,643,1995
643,2005,1.0,643,2005
643,2015,1.01,643,2015
643,2018,0.99,643,2018
643,2019,0.99,643,2019
643,2005,0.99,643,2005
643,2015,0.98,643,2015
643,2018,0.97,643,2018
643,2019,0.97,643,2019
643,2005,0.96,643,2005
643,2015,0.9,643,2015
643,2018,0.92,643,2018
643,2019,0.93,643,2019
646,2005,1.01,646,2005
646,2010,1.03,646,2010
646,2015,1.01,646,2015
646,2018,0.99,646,2018
646,2019,0.98,646,2019
646,2005,0.89,646,2005
646,2010,1.0,646,2010
646,2015,1.09,646,2015
646,2018,1.12,646,2018
646,2019,1.13,646,2019
646,2005,0.92,646,2005
646,2010,0.89,646,2010
646,2018,1.06,646,2018
646,2019,1.05,646,2019
654,1995,0.99,654,1995
659,1995,1.03,659,1995
659,2005,0.99,659,2005
659,2010,0.95,659,2010
659,2015,0.99,659,2015
659,2005,1.11,659,2005
659,2010,0.98,659,2010
659,2005,1.35,659,2005
659,2010,1.08,659,2010
659,2015,1.0,659,2015
662,2005,0.96,662,2005
662,2015,0.97,662,2015
662,2018,1.01,662,2018
662,2019,1.02,662,2019
662,2020,1.03,662,2020
662,2005,1.18,662,2005
662,2010,0.99,662,2010
662,2015,0.99,662,2015
662,2018,1.0,662,2018
662,2019,0.97,662,2019
662,2020,0.98,662,2020
662,2005,1.2,662,2005
662,2010,1.05,662,2010
662,2015,1.02,662,2015
662,2018,1.03,662,2018
662,2019,0.99,662,2019
662,2020,0.94,662,2020
666,1995,1.16,666,1995
670,2005,0.9,670,2005
670,2010,0.95,670,2010
670,2015,0.99,670,2015
670,2018,0.99,670,2018
670,2005,1.25,670,2005
670,2010,1.05,670,2010
670,2015,1.01,670,2015
670,2018,1.03,670,2018
670,2005,1.47,670,2005
670,2010,1.26,670,2010
670,2015,1.16,670,2015
670,2018,1.21,670,2018
882,1995,1.03,882,1995
882,2005,1.01,882,2005
882,2010,0.99,882,2010
882,2015,1.0,882,2015
882,2018,1.0,882,2018
882,2019,1.01,882,2019
882,2020,0.99,882,2020
882,1995,1.12,882,1995
882,2005,1.13,882,2005
882,2010,1.14,882,2010
882,2015,1.11,882,2015
882,1995,1.17,882,1995
882,2005,1.18,882,2005
882,2010,1.24,882,2010
882,2015,1.2,882,2015
674,2018,1.05,674,2018
674,2019,1.08,674,2019
674,2020,0.98,674,2020
674,2018,0.9,674,2018
674,2019,0.94,674,2019
674,2020,0.96,674,2020
674,2018,0.86,674,2018
674,2019,0.96,674,2019
674,2020,0.81,674,2020
678,2005,0.96,678,2005
678,2010,0.99,678,2010
678,2015,0.96,678,2015
678,2005,1.06,678,2005
678,2010,1.02,678,2010
678,2015,1.11,678,2015
678,2010,0.78,678,2010
678,2015,1.14,678,2015
682,2005,0.98,682,2005
682,2010,0.99,682,2010
682,2015,1.03,682,2015
682,2018,1.01,682,2018
682,2019,1.02,682,2019
682,2020,1.02,682,2020
682,2005,0.94,682,2005
682,2015,0.98,682,2015
682,2018,0.94,682,2018
682,2019,0.91,682,2019
682,2020,0.93,682,2020
682,2005,0.91,682,2005
682,2015,0.95,682,2015
682,2018,0.92,682,2018
682,2019,0.84,682,2019
682,2020,0.87,682,2020
686,1995,0.77,686,1995
686,2005,0.96,686,2005
686,2010,1.06,686,2010
686,2015,1.12,686,2015
686,2019,1.14,686,2019
686,2020,1.15,686,2020
686,2005,0.75,686,2005
686,2010,0.87,686,2010
686,2019,1.13,686,2019
686,2020,1.16,686,2020
686,2005,0.66,686,2005
686,2019,1.04,686,2019
686,2020,1.07,686,2020
688,2005,1.01,688,2005
688,2010,1.0,688,2010
688,2015,1.0,688,2015
688,2018,1.0,688,2018
688,2019,1.0,688,2019
688,2020,1.0,688,2020
688,2005,1.03,688,2005
688,2010,1.02,688,2010
688,2015,1.01,688,2015
688,2018,1.01,688,2018
688,2019,1.01,688,2019
688,2020,1.01,688,2020
688,2005,1.08,688,2005
688,2010,1.05,688,2010
688,2015,1.04,688,2015
688,2018,1.03,688,2018
688,2019,1.03,688,2019
688,2020,1.03,688,2020
690,1995,1.02,690,1995
690,2005,0.98,690,2005
690,2010,1.03,690,2010
690,2015,1.03,690,2015
690,2018,1.06,690,2018
690,2019,1.05,690,2019
690,2020,1.04,690,2020
690,1995,1.0,690,1995
690,2005,1.07,690,2005
690,2010,1.06,690,2010
690,2015,1.07,690,2015
690,2018,1.07,690,2018
690,2019,1.06,690,2019
690,2020,1.09,690,2020
690,1995,0.91,690,1995
690,2005,1.16,690,2005
690,2010,1.18,690,2010
690,2015,1.13,690,2015
690,2018,1.15,690,2018
690,2019,1.15,690,2019
690,2020,1.16,690,2020
694,2015,1.01,694,2015
694,2018,1.03,694,2018
694,2019,1.03,694,2019
694,2020,1.03,694,2020
694,2015,0.88,694,2015
694,2015,0.78,694,2015
702,2018,1.0,702,2018
702,2019,1.0,702,2019
702,2018,0.99,702,2018
702,2019,0.99,702,2019
702,2019,0.98,702,2019
703,1995,1.0,703,1995
703,2005,0.99,703,2005
703,2010,0.99,703,2010
703,2015,0.99,703,2015
703,2018,1.0,703,2018
703,2019,1.0,703,2019
703,1995,1.05,703,1995
703,2005,1.01,703,2005
703,2010,1.01,703,2010
703,2015,1.01,703,2015
703,2018,1.01,703,2018
703,2019,1.01,703,2019
703,2005,1.03,703,2005
703,2010,1.04,703,2010
703,2015,1.04,703,2015
703,2018,1.04,703,2018
703,2019,1.04,703,2019
705,1995,1.0,705,1995
705,2005,0.99,705,2005
705,2010,1.0,705,2010
705,2015,1.01,705,2015
705,2018,1.0,705,2018
705,2019,1.0,705,2019
705,1995,1.04,705,1995
705,2005,1.0,705,2005
705,2010,0.99,705,2010
705,2018,1.02,705,2018
705,2019,1.02,705,2019
705,2015,1.02,705,2015
705,2018,1.04,705,2018
705,2019,1.03,705,2019
90,2005,0.95,90,2005
90,2010,0.98,90,2010
90,2015,0.99,90,2015
90,2018,1.0,90,2018
90,2019,0.99,90,2019
90,2005,0.83,90,2005
90,2010,0.86,90,2010
90,2005,0.72,90,2005
90,2010,0.72,90,2010
710,1995,0.99,710,1995
710,2005,0.97,710,2005
710,2010,0.96,710,2010
710,2015,0.93,710,2015
710,2018,0.96,710,2018
710,2019,0.97,710,2019
710,2005,1.07,710,2005
710,2010,1.06,710,2010
710,2015,0.99,710,2015
710,2018,1.07,710,2018
710,2019,1.06,710,2019
710,2005,1.1,710,2005
710,2010,1.1,710,2010
710,2015,0.97,710,2015
710,2018,1.09,710,2018
710,2019,1.1,710,2019
728,2015,0.71,728,2015
728,2015,0.54,728,2015
728,2015,0.45,728,2015
724,1995,0.98,724,1995
724,2005,0.99,724,2005
724,2010,0.99,724,2010
724,2015,1.02,724,2015
724,2018,1.01,724,2018
724,2019,1.01,724,2019
724,1995,1.09,724,1995
724,2005,1.07,724,2005
724,2010,1.03,724,2010
724,2015,0.99,724,2015
724,2018,1.02,724,2018
724,2019,1.03,724,2019
724,1995,1.17,724,1995
724,2005,1.18,724,2005
724,2010,1.09,724,2010
724,2015,1.03,724,2015
724,2018,1.05,724,2018
724,2019,1.07,724,2019
144,1995,0.97,144,1995
144,2005,0.99,144,2005
144,2010,0.98,144,2010
144,2015,0.98,144,2015
144,2018,0.99,144,2018
144,2019,1.0,144,2019
144,1995,1.08,144,1995
144,2010,1.01,144,2010
144,2018,1.05,144,2018
144,1995,1.36,144,1995
144,2010,1.07,144,2010
144,2018,1.11,144,2018
275,1995,0.99,275,1995
275,2005,0.99,275,2005
275,2010,0.98,275,2010
275,2015,1.0,275,2015
275,2018,1.0,275,2018
275,2019,1.0,275,2019
275,2020,1.0,275,2020
275,1995,0.97,275,1995
275,2005,1.05,275,2005
275,2010,1.08,275,2010
275,2015,1.1,275,2015
275,2018,1.1,275,2018
275,2019,1.1,275,2019
275,2020,1.1,275,2020
275,1995,0.87,275,1995
275,2005,1.12,275,2005
275,2010,1.22,275,2010
275,2015,1.31,275,2015
275,2018,1.29,275,2018
275,2019,1.26,275,2019
275,2020,1.27,275,2020
729,2005,0.88,729,2005
729,2010,0.9,729,2010
729,2015,0.91,729,2015
729,2018,0.93,729,2018
729,2005,0.93,729,2005
729,2010,0.87,729,2010
729,2015,0.98,729,2015
729,2018,1.02,729,2018
729,2005,0.99,729,2005
729,2010,0.93,729,2010
729,2015,1.06,729,2015
729,2018,1.08,729,2018
740,2005,0.98,740,2005
740,2010,1.0,740,2010
740,2015,1.01,740,2015
740,2018,1.0,740,2018
740,2019,1.0,740,2019
740,2005,1.34,740,2005
740,2010,1.29,740,2010
740,2015,1.32,740,2015
740,2005,1.75,740,2005
740,2010,1.79,740,2010
740,2015,1.82,740,2015
752,1995,1.01,752,1995
752,2005,1.0,752,2005
752,2010,0.99,752,2010
752,2015,1.04,752,2015
752,2018,1.02,752,2018
752,2019,1.04,752,2019
752,1995,1.15,752,1995
752,2015,1.14,752,2015
752,2018,1.07,752,2018
752,2019,1.07,752,2019
752,1995,1.22,752,1995
752,2015,1.2,752,2015
752,2018,1.11,752,2018
752,2019,1.1,752,2019
756,1995,1.0,756,1995
756,2005,1.0,756,2005
756,2010,1.0,756,2010
756,2015,1.0,756,2015
756,2018,0.99,756,2018
756,2019,1.0,756,2019
756,1995,0.94,756,1995
756,2005,0.94,756,2005
756,2010,0.97,756,2010
756,2015,0.97,756,2015
756,2018,0.95,756,2018
756,2019,0.95,756,2019
756,1995,0.86,756,1995
756,2005,0.86,756,2005
756,2010,0.92,756,2010
756,2015,0.94,756,2015
756,2018,0.92,756,2018
756,2019,0.91,756,2019
760,1995,0.91,760,1995
760,2005,0.97,760,2005
760,2010,0.97,760,2010
760,1995,0.83,760,1995
760,2005,0.96,760,2005
760,2010,1.0,760,2010
760,2005,0.99,760,2005
760,2010,1.08,760,2010
762,1995,0.97,762,1995
762,2005,0.97,762,2005
762,2010,0.98,762,2010
762,2015,0.99,762,2015
762,2005,0.84,762,2005
762,2010,0.87,762,2010
762,2005,0.62,762,2005
762,2010,0.67,762,2010
764,2005,0.97,764,2005
764,2010,0.99,764,2010
764,2015,0.94,764,2015
764,2018,1.0,764,2018
764,2019,1.0,764,2019
764,2020,1.0,764,2020
764,2005,1.05,764,2005
764,2010,1.07,764,2010
764,2015,0.96,764,2015
764,2018,0.98,764,2018
764,2019,0.97,764,2019
764,2020,0.98,764,2020
764,2005,1.12,764,2005
764,2010,1.18,764,2010
764,2015,1.0,764,2015
764,2018,1.06,764,2018
764,2019,1.02,764,2019
764,2020,1.02,764,2020
626,2005,0.91,626,2005
626,2010,0.95,626,2010
626,2015,0.98,626,2015
626,2018,0.96,626,2018
626,2019,0.98,626,2019
626,2005,0.97,626,2005
626,2010,0.99,626,2010
626,2015,1.06,626,2015
626,2018,1.08,626,2018
626,2019,1.1,626,2019
626,2010,0.96,626,2010
626,2018,1.1,626,2018
626,2019,1.13,626,2019
768,1995,0.68,768,1995
768,2005,0.85,768,2005
768,2010,0.9,768,2010
768,2015,0.95,768,2015
768,2018,0.96,768,2018
768,2019,0.97,768,2019
768,2020,0.97,768,2020
768,1995,0.35,768,1995
768,2005,0.53,768,2005
768,1995,0.2,768,1995
768,2005,0.41,768,2005
768,2020,0.64,768,2020
772,2019,1.03,772,2019
772,2020,1.0,772,2020
772,2019,0.99,772,2019
772,2020,0.97,772,2020
772,2019,2.38,772,2019
772,2020,2.06,772,2020
776,1995,0.99,776,1995
776,2005,0.97,776,2005
776,2010,0.98,776,2010
776,2015,0.99,776,2015
776,2018,0.99,776,2018
776,2019,0.97,776,2019
776,2020,0.95,776,2020
776,2010,1.07,776,2010
776,2015,1.03,776,2015
776,2019,1.14,776,2019
776,2020,1.18,776,2020
776,2015,1.19,776,2015
776,2019,1.25,776,2019
776,2020,1.21,776,2020
780,1995,1.0,780,1995
780,2005,0.97,780,2005
780,2010,0.97,780,2010
788,1995,0.93,788,1995
788,2005,0.99,788,2005
788,2010,1.0,788,2010
788,2015,1.0,788,2015
788,2018,0.99,788,2018
788,2020,0.98,788,2020
788,1995,0.91,788,1995
788,2005,1.1,788,2005
788,2010,1.1,788,2010
788,2005,1.22,788,2005
788,2010,1.25,788,2010
792,1995,0.92,792,1995
792,2005,0.95,792,2005
792,2010,0.99,792,2010
792,2015,0.99,792,2015
792,2018,0.99,792,2018
792,2019,0.99,792,2019
792,1995,0.65,792,1995
792,2005,0.83,792,2005
792,2010,0.92,792,2010
792,2015,0.97,792,2015
792,2018,0.98,792,2018
792,2019,0.96,792,2019
792,1995,0.64,792,1995
792,2005,0.78,792,2005
792,2010,0.87,792,2010
792,2015,0.94,792,2015
792,2018,0.94,792,2018
792,2019,0.91,792,2019
795,2019,0.98,795,2019
795,2020,0.98,795,2020
795,2019,0.99,795,2019
796,2005,1.08,796,2005
796,2018,1.0,796,2018
796,2005,0.94,796,2005
796,2015,1.11,796,2015
796,2018,1.03,796,2018
796,2015,1.29,796,2015
796,2018,1.08,796,2018
798,2005,0.97,798,2005
798,2015,0.96,798,2015
798,2018,0.92,798,2018
798,2019,0.96,798,2019
798,2020,1.01,798,2020
798,2015,1.21,798,2015
798,2018,1.14,798,2018
798,2019,1.09,798,2019
798,2018,1.48,798,2018
798,2019,1.43,798,2019
798,2020,1.18,798,2020
800,1995,0.84,800,1995
800,2005,0.99,800,2005
800,2010,1.01,800,2010
800,2015,1.02,800,2015
804,2005,1.0,804,2005
804,2010,1.01,804,2010
804,2005,0.93,804,2005
804,2010,0.98,804,2010
804,2005,0.96,804,2005
804,2010,0.91,804,2010
784,1995,0.98,784,1995
784,2015,1.0,784,2015
784,2019,1.0,784,2019
784,2020,1.01,784,2020
784,1995,1.05,784,1995
784,2019,0.99,784,2019
784,1995,1.14,784,1995
784,2019,0.98,784,2019
784,2020,1.02,784,2020
826,2005,1.0,826,2005
826,2010,0.99,826,2010
826,2015,1.0,826,2015
826,2018,1.0,826,2018
826,2019,1.0,826,2019
826,1995,0.99,826,1995
826,2005,1.03,826,2005
826,2010,1.0,826,2010
826,2015,1.03,826,2015
826,2018,1.03,826,2018
826,2019,1.02,826,2019
826,2005,1.05,826,2005
826,2010,1.04,826,2010
826,2015,1.06,826,2015
826,2018,1.06,826,2018
826,2019,1.05,826,2019
834,1995,0.99,834,1995
834,2005,0.97,834,2005
834,2010,1.02,834,2010
834,2015,1.05,834,2015
834,2018,1.03,834,2018
834,2019,1.02,834,2019
834,2020,1.03,834,2020
834,1995,0.81,834,1995
834,2010,0.82,834,2010
834,2015,0.99,834,2015
834,2018,1.05,834,2018
834,2019,1.08,834,2019
834,2020,1.1,834,2020
834,1995,0.74,834,1995
834,2010,0.76,834,2010
834,2015,0.67,834,2015
834,2018,0.73,834,2018
834,2019,0.76,834,2019
834,2020,0.78,834,2020
840,1995,0.99,840,1995
840,2005,0.99,840,2005
840,2015,1.0,840,2015
840,2018,1.0,840,2018
840,2019,1.01,840,2019
840,1995,1.01,840,1995
840,2005,1.02,840,2005
840,2015,1.01,840,2015
840,2018,0.99,840,2018
840,2019,0.98,840,2019
840,1995,1.04,840,1995
840,2005,1.06,840,2005
840,2015,1.02,840,2015
840,2019,0.97,840,2019
850,1995,0.95,850,1995
858,1995,0.99,858,1995
858,2005,0.97,858,2005
858,2010,0.97,858,2010
858,2015,0.98,858,2015
858,2018,0.99,858,2018
858,2019,0.99,858,2019
858,1995,1.2,858,1995
858,2005,1.15,858,2005
858,2010,1.17,858,2010
858,2018,1.11,858,2018
858,2019,1.11,858,2019
858,1995,1.33,858,1995
858,2005,1.22,858,2005
858,2010,1.32,858,2010
858,2018,1.22,858,2018
858,2019,1.22,858,2019
860,1995,0.96,860,1995
860,2005,1.0,860,2005
860,2010,0.98,860,2010
860,2015,0.99,860,2015
860,2018,0.99,860,2018
860,2019,0.99,860,2019
860,2020,0.98,860,2020
860,2005,0.97,860,2005
860,2010,1.0,860,2010
860,2005,0.92,860,2005
860,2010,1.01,860,2010
860,2018,1.0,860,2018
860,2019,1.03,860,2019
548,2005,0.97,548,2005
548,2010,0.99,548,2010
548,2015,0.97,548,2015
548,2019,0.96,548,2019
548,2020,0.98,548,2020
548,2010,1.0,548,2010
548,2015,1.03,548,2015
548,2020,1.14,548,2020
548,2010,0.84,548,2010
548,2015,1.05,548,2015
548,2020,1.3,548,2020
862,2005,0.98,862,2005
862,2010,0.97,862,2010
862,2015,0.98,862,2015
862,2005,1.13,862,2005
862,2010,1.1,862,2010
862,2015,1.08,862,2015
862,2005,1.25,862,2005
862,2010,1.18,862,2010
862,2015,1.15,862,2015
704,1995,1.0,704,1995
704,2005,0.95,704,2005
704,2010,0.95,704,2010
704,2015,1.0,704,2015
704,2018,1.02,704,2018
704,2019,1.02,704,2019
704,2020,1.02,704,2020
887,2005,0.74,887,2005
887,2010,0.82,887,2010
887,2005,0.49,887,2005
887,2010,0.62,887,2010
887,2005,0.45,887,2005
887,2010,0.59,887,2010
894,1995,0.93,894,1995
894,2005,0.94,894,2005
894,2010,1.01,894,2010
894,2015,1.0,894,2015
716,1995,0.98,716,1995
716,2015,0.98,716,2015
716,2018,1.0,716,2018
716,2019,1.0,716,2019
716,2020,1.01,716,2020
716,1995,0.84,716,1995
