Building Key,Floor2,Floor Key,Ext Gross Area,Assignable Area,Non Assignable Area,Floor Sort Sequence,Level Id,Building Wings Id,Access Level,Warehouse Load Date
57,2,57-2,"5,776.99","3,474.93","1,553.81",2,2,"",2,01/08/16 05:13 AM
57,3,57-3,"1,707.46",0,947.94,3,3,"",2,01/08/16 05:13 AM
62,0,62-0,"13,215.12","8,113.5","3,475.18",0,0,"",2,01/08/16 05:13 AM
62,1,62-1,"12,852.17","9,026.89","2,613.16",1,1,"",2,01/08/16 05:13 AM
62,2,62-2,"12,836.05","8,420.97","3,265.23",2,2,"",2,01/08/16 05:13 AM
62,3,62-3,"12,886.92","8,461.37","3,183.39",3,3,"",2,01/08/16 05:13 AM
62,4,62-4,"12,681.91","8,128.82","3,340.59",4,4,"",2,01/08/16 05:13 AM
62,5,62-5,"12,681.83","8,421.23","3,059",5,5,"",2,01/08/16 05:13 AM
62H,0,62H-0,"4,398.34","3,174.46",650.77,0,0,"",2,01/08/16 05:13 AM
62H,1,62H-1,"4,413.58","2,699.32","1,265.45",1,1,"",2,01/08/16 05:13 AM
62H,2,62H-2,"4,397.02","2,780.52","1,202.39",2,2,"",2,01/08/16 05:13 AM
62H,3,62H-3,"4,454.96","2,853.15","1,161.38",3,3,"",2,01/08/16 05:13 AM
62H,4,62H-4,"4,377.39","2,605.78","1,341.85",4,4,"",2,01/08/16 05:13 AM
62H,5,62H-5,"4,370.53","2,819.71","1,138.66",5,5,"",2,01/08/16 05:13 AM
62M,0,62M-0,"4,548.86","3,120.01",840.51,0,0,"",2,01/08/16 05:13 AM
62M,1,62M-1,"4,223.44","3,574.24",291.51,1,1,"",2,01/08/16 05:13 AM
62M,2,62M-2,"4,227.6","2,890.27",978.23,2,2,"",2,01/08/16 05:13 AM
62M,3,62M-3,"4,228.35","2,869.96",960.17,3,3,"",2,01/08/16 05:13 AM
62M,4,62M-4,"4,170.08","2,831.52",949.35,4,4,"",2,01/08/16 05:13 AM
NW14,2,NW14-2,"38,807.86","31,346.54","4,948.56",2,2,"",2,01/08/16 05:13 AM
NW14,3,NW14-3,"14,625.6","8,855.85","4,153.99",3,3,"",2,01/08/16 05:13 AM
NW14,4,NW14-4,"9,845.29","5,864.87","2,876.9",4,4,"",2,01/08/16 05:13 AM
NW14,5,NW14-5,"9,918.77","6,090.8","2,735.78",5,5,"",2,01/08/16 05:13 AM
NW14,6,NW14-6,"1,453.59",0,"1,341.88",6,6,"",2,01/08/16 05:13 AM
NW15,0,NW15-0,"8,029.44","7,217.57",250.75,0,0,"",2,01/08/16 05:13 AM
NW15,1,NW15-1,"8,107.85","7,551.29",27.04,1,1,"",2,01/08/16 05:13 AM
NW16,0,NW16-0,"16,100.33","9,558.68","5,446.75",0,0,"",2,01/08/16 05:13 AM
NW16,1,NW16-1,"16,012.24","10,719.83","3,739.18",1,1,"",2,01/08/16 05:13 AM
NW16,2,NW16-2,"17,896.86","11,067.9","5,138.06",2,2,"",2,01/08/16 05:13 AM
NW16,3,NW16-3,138.96,0,116.38,3,3,"",2,01/08/16 05:13 AM
NW17,0,NW17-0,"16,348.75","10,169.06","4,498.86",0,0,"",2,01/08/16 05:13 AM
NW17,1,NW17-1,"12,780.68","7,347.69","3,576.58",1,1,"",2,01/08/16 05:13 AM
NW17,2,NW17-2,"16,268.03","10,156.79","4,216.56",2,2,"",2,01/08/16 05:13 AM
NW20,0,NW20-0,157.58,140.92,0,0,0,"",2,01/08/16 05:13 AM
NW20,1,NW20-1,"5,627.12","5,151.06",0,1,1,"",2,01/08/16 05:13 AM
NW21,0,NW21-0,"42,226.13","5,256.88","33,806.14",0,0,"",2,01/08/16 05:13 AM
NW21,1,NW21-1,"65,807.78","50,478.66","9,546.14",1,1,"",2,01/08/16 05:13 AM
NW21,2,NW21-2,"12,102.81","9,264.78","1,431.47",2,2,"",2,01/08/16 05:13 AM
NW22,0,NW22-0,"16,266.66","13,260.58","2,077.97",0,0,"",2,01/08/16 05:13 AM
NW22,1,NW22-1,"16,335.37","13,005.53","1,899.79",1,1,"",2,01/08/16 05:13 AM
NW22,2,NW22-2,"16,034.19","12,958.55","1,556.91",2,2,"",2,01/08/16 05:13 AM
NW22,3,NW22-3,352.95,0,99.21,3,3,"",1,01/08/16 05:13 AM
NW30,0,NW30-0,"19,937.18","9,390.84","7,878.53",0,0,"",2,01/08/16 05:13 AM
NW30,1,NW30-1,"19,950.84","12,115","4,905.75",1,1,"",2,01/08/16 05:13 AM
NW30,2,NW30-2,"19,948.24","12,567.42","4,531.27",2,2,"",2,01/08/16 05:13 AM
NW30,3,NW30-3,"19,948.65","12,563.8","4,504.33",3,3,"",2,01/08/16 05:13 AM
NW30,4,NW30-4,"5,094.7","3,492.65",836.16,4,4,"",2,01/08/16 05:13 AM
NW30,5,NW30-5,932.58,30.5,526.59,5,5,"",2,01/08/16 05:13 AM
NW35,1,NW35-1,"56,182.41","32,479.58","16,131.72",1,1,"",2,01/08/16 05:13 AM
NW35,2,NW35-2,"57,633.61","36,666.75","12,940.78",2,2,"",2,01/08/16 05:13 AM
NW35,3,NW35-3,"62,325.35","39,320.14","12,733.09",3,3,"",2,01/08/16 05:13 AM
NW35,4,NW35-4,"38,346.79","24,457.09","8,217.02",4,4,"",2,01/08/16 05:13 AM
NW35,5,NW35-5,"38,347.33","24,717.33","8,050.74",5,5,"",2,01/08/16 05:13 AM
NW61,0,NW61-0,"7,674.18","4,604.96","1,883.27",0,0,"",2,01/08/16 05:13 AM
NW61,1,NW61-1,"7,919.46","5,126.91","1,466.22",1,1,"",2,01/08/16 05:13 AM
NW61,2,NW61-2,"7,958.63","5,280.74","1,413.65",2,2,"",2,01/08/16 05:13 AM
NW61,3,NW61-3,"7,958.63","5,277.26","1,413.64",3,3,"",2,01/08/16 05:13 AM
NW61,4,NW61-4,"7,958.63","5,277.26","1,413.64",4,4,"",2,01/08/16 05:13 AM
NW86,1,NW86-1,"50,758.65","30,489.57","13,459.77",1,1,"",2,01/08/16 05:13 AM
NW86,10,NW86-10,872.44,0,650.73,10,10,"",2,01/08/16 05:13 AM
NW86,2,NW86-2,"49,654.78","35,444.2","7,574.88",2,2,"",2,01/08/16 05:13 AM
NW86,3,NW86-3,"51,297.81","36,338.19","8,484.04",3,3,"",2,01/08/16 05:13 AM
NW86,4,NW86-4,"49,551.53","35,541.04","7,653.29",4,4,"",2,01/08/16 05:13 AM
NW86,5,NW86-5,"51,229.39","36,178.44","8,400.02",5,5,"",2,01/08/16 05:13 AM
NW86,6,NW86-6,"36,156.12","25,665.49","5,584.93",6,6,"",2,01/08/16 05:13 AM
NW86,7,NW86-7,"25,188.22","17,365.78","4,562.04",7,7,"",2,01/08/16 05:13 AM
NW86,8,NW86-8,"23,863.67","17,133.96","3,512.15",8,8,"",2,01/08/16 05:13 AM
NW86,9,NW86-9,"24,114.21","17,212.07","3,918.95",9,9,"",2,01/08/16 05:13 AM
NW86P,0,NW86P-0,"52,869.94","42,666.46","6,075.51",0,0,"",2,01/08/16 05:13 AM
OC1,00,OC1-00,"3,455.76",487.84,"1,898.79",-1,00,"",3,01/08/16 05:13 AM
OC1,0,OC1-0,"6,440.51","3,321.79","1,919.31",0,0,"",2,01/08/16 05:13 AM
OC1,1,OC1-1,"6,340.61","4,121.74","1,198.96",1,1,"",2,01/08/16 05:13 AM
OC1,2,OC1-2,"5,927.08","3,841.81","1,013.52",2,2,"",2,01/08/16 05:13 AM
OC1,3,OC1-3,"4,290.42","2,797.18",861.18,3,3,"",2,01/08/16 05:13 AM
OC1,4,OC1-4,"2,759.81","2,659.08",69.86,4,4,"",2,01/08/16 05:13 AM
OC1A,0,OC1A-0,"2,793.97","1,288.08",905.26,0,0,"",2,01/08/16 05:13 AM
OC1A,1,OC1A-1,"9,939.25","7,198.77","1,676.97",1,1,"",2,01/08/16 05:13 AM
OC1A,2,OC1A-2,"2,403.06","1,196.75",769.27,2,2,"",2,01/08/16 05:13 AM
OC6,1,OC6-1,"2,200.92","1,282.67",0,1,1,"",2,01/08/16 05:13 AM
OC100,6,OC100-6,"2,649.3","1,891.48",16.82,6,6,"",2,01/08/16 05:13 AM
OC11,4,OC11-4,"4,982.15","3,178.81",0,4,4,"",2,01/08/16 05:13 AM
OC11,7,OC11-7,"3,807.38","3,451.9",0,7,7,"",2,01/08/16 05:13 AM
OC19A,1,OC19A-1,"6,766.98","5,452.11",715.94,1,1,"",2,01/08/16 05:13 AM
OC19B,0,OC19B-0,"3,371.85","2,260.72",343.78,0,0,"",2,01/08/16 05:13 AM
OC19B,1,OC19B-1,"10,439.04","8,166.26","1,234.41",1,1,"",2,01/08/16 05:13 AM
OC19C,0,OC19C-0,"6,081.18","5,375.22",11.05,0,"","",2,01/08/16 05:13 AM
OC19D,1,OC19D-1,"7,760.09","7,211.92",0,1,1,"",2,01/08/16 05:13 AM
OC19E,2,OC19E-2,397.3,0,114.54,2,"","",1,01/08/16 05:13 AM
OC19E,1,OC19E-1,"2,661.24","2,225.79",103.52,1,1,"",2,01/08/16 05:13 AM
OC19F,0,OC19F-0,664.22,359.15,0,0,"","",2,01/08/16 05:13 AM
OC19F,1,OC19F-1,"40,156.7","26,883.45","3,837.01",1,1,"",2,01/08/16 05:13 AM
OC19F,2,OC19F-2,"4,051.85",671.26,659.9,2,2,"",2,01/08/16 05:13 AM
OC19F,3,OC19F-3,"5,027.26",804.71,"1,371.3",3,3,"",2,01/08/16 05:13 AM
OC19F,4,OC19F-4,"3,931.96",149.42,917.28,4,4,"",2,01/08/16 05:13 AM
OC19F,5,OC19F-5,"4,272.55","2,970.34",983.09,5,5,"",2,01/08/16 05:13 AM
OC19G,1,OC19G-1,454.61,372.3,13.64,1,1,"",2,01/08/16 05:13 AM
OC19H,1,OC19H-1,"14,197.89","12,290.77",805.28,1,"","",1,01/08/16 05:13 AM
OC19H,2,OC19H-2,"8,962.33","6,847.87","1,176.07",2,"","",1,01/08/16 05:13 AM
OC19J,1,OC19J-1,400.94,348.95,0,1,"","",1,01/08/16 05:13 AM
OC19K,0,OC19K-0,"26,980.91","20,454.36",158.61,0,"","",1,01/08/16 05:13 AM
OC19K,1,OC19K-1,"23,901.84","19,569.87",587.85,1,"","",1,01/08/16 05:13 AM
OC19K,2,OC19K-2,"4,724.59",111.96,"4,014.03",2,"","",1,01/08/16 05:13 AM
OC19L,1,OC19L-1,"2,644.67","2,299.14",0,1,"","",1,01/08/16 05:13 AM
OC19M,1,OC19M-1,"2,225.34","2,062.22",0,1,"","",1,01/08/16 05:13 AM
OC19N,1,OC19N-1,"8,141.95","7,683.4",143.22,1,"","",1,01/08/16 05:13 AM
OC19Q,1,OC19Q-1,241.54,188.14,2.51,1,"","",1,01/08/16 05:13 AM
OC20,1,OC20-1,"18,690.22","18,153.93",0,1,1,"",2,01/08/16 05:13 AM
OC21,1,OC21-1,"2,578.17","2,302.46",0,1,1,"",2,01/08/16 05:13 AM
OC21,2,OC21-2,531.77,512.73,0,2,2,"",2,01/08/16 05:13 AM
OC22,1,OC22-1,881.78,794.16,0.03,1,1,"",2,01/08/16 05:13 AM
OC23,0,OC23-0,"1,508.09","1,224.67",0,0,0,"",2,01/08/16 05:13 AM
OC23,1,OC23-1,526.29,392.58,0,1,1,"",2,01/08/16 05:13 AM
OC24,1,OC24-1,"9,060.39","7,042.49",849.63,1,1,"",2,01/08/16 05:13 AM
OC25,1,OC25-1,"42,922.56","32,925.58","4,266.76",1,1,"",2,01/08/16 05:13 AM
OC26,1,OC26-1,"1,396.85","1,220.02",30.67,1,1,"",2,01/08/16 05:13 AM
OC31,1,OC31-1,"11,485","6,872.07","3,491.64",1,1,"",2,01/08/16 05:13 AM
OC31,2,OC31-2,"9,678.64","6,374.91","2,393.2",2,2,"",2,01/08/16 05:13 AM
OC31A,1,OC31A-1,"2,989.21","2,567.45",151.48,1,1,"",2,01/08/16 05:13 AM
OC32,0,OC32-0,"9,366.31","6,831.32","1,748.68",0,0,"",2,01/08/16 05:13 AM
OC32,1,OC32-1,"9,269.07","7,981.2",677.11,1,1,"",2,01/08/16 05:13 AM
OC32A,1,OC32A-1,"1,585.32",0,"1,180.83",1,1,"",2,01/08/16 05:13 AM
OC32B,1,OC32B-1,132.03,116.25,0,1,1,"",2,01/08/16 05:13 AM
OC33,0,OC33-0,863.5,723.32,8.07,0,0,"",2,01/08/16 05:13 AM
OC33,1,OC33-1,"11,558.25","7,948.65","2,455.42",1,1,"",2,01/08/16 05:13 AM
OC35,1,OC35-1,"14,484.27","8,950.5","4,068.84",1,1,"",2,01/08/16 05:13 AM
OC35,2,OC35-2,"11,350","7,810.51","2,316.39",2,2,"",2,01/08/16 05:13 AM
OC36,1,OC36-1,"6,910.33","4,364.63","1,851.64",1,1,"",2,01/08/16 05:13 AM
OC36A,1,OC36A-1,960,912.58,0,1,1,"",2,01/08/16 05:13 AM
OC40,2,OC40-2,"1,469.02","1,469.03",0,2,2,"",3,01/08/16 05:13 AM
W1,0,W1-0,"33,054.34","15,290.16","11,577.21",0,0,"",2,01/08/16 05:13 AM
W1,1,W1-1,"26,949.26","16,563.61","5,376.68",1,1,"",2,01/08/16 05:13 AM
W1,2,W1-2,"25,795.36","14,816.08","5,307.31",2,2,"",2,01/08/16 05:13 AM
W1,3,W1-3,"25,807.01","15,102.39","5,008.49",3,3,"",2,01/08/16 05:13 AM
W1,4,W1-4,"25,807.01","14,878.14","5,296.2",4,4,"",2,01/08/16 05:13 AM
W1,5,W1-5,"25,806.99","15,261.64","5,251.19",5,5,"",2,01/08/16 05:13 AM
W1,6,W1-6,"25,798.46","15,606.74","4,930.61",6,6,"",2,01/08/16 05:13 AM
W1,7,W1-7,922.68,0,843.95,7,7,"",2,01/08/16 05:13 AM
W2,0,W2-0,"2,489.96","1,678.16",422.19,0,0,"",2,01/08/16 05:13 AM
W2,1,W2-1,"2,834.06","1,110.39","1,231.39",1,1,"",2,01/08/16 05:13 AM
W2,2,W2-2,"2,448.52","1,322.96",695.6,2,2,"",2,01/08/16 05:13 AM
W2,3,W2-3,"1,826.78","1,104.95",402.24,3,3,"",2,01/08/16 05:13 AM
W4,0,W4-0,"18,360.31","6,571.75","9,819.05",0,0,"",2,01/08/16 05:13 AM
W4,1,W4-1,"27,043.25","15,263.87","8,749.55",1,1,"",2,01/08/16 05:13 AM
W4,2,W4-2,"13,249.34","8,073.82","3,131.47",2,2,"",2,01/08/16 05:13 AM
W4,3,W4-3,"12,786.99","6,816.81","3,810.55",3,3,"",2,01/08/16 05:13 AM
W4,4,W4-4,"12,803.63","6,723.75","3,922.82",4,4,"",2,01/08/16 05:13 AM
W4,5,W4-5,"12,803.63","6,847.3","3,815.59",5,5,"",2,01/08/16 05:13 AM
W4,6,W4-6,"12,803.63","6,723.75","3,919.03",6,6,"",2,01/08/16 05:13 AM
W4,7,W4-7,"12,803.63","6,847.3","3,814.84",7,7,"",2,01/08/16 05:13 AM
W4,8,W4-8,"6,335.15","2,964.36","2,419.15",8,8,"",2,01/08/16 05:13 AM
W5,0,W5-0,"3,852.55","1,462.88","1,626.97",0,0,"",2,01/08/16 05:13 AM
W5,1,W5-1,"3,787.97","2,103.64",980.48,1,1,"",2,01/08/16 05:13 AM
W5,2,W5-2,"3,791.15","2,081.88","1,004.59",2,2,"",2,01/08/16 05:13 AM
W5,3,W5-3,"3,787.97","2,088.85",988.79,3,3,"",2,01/08/16 05:13 AM
W5,4,W5-4,"3,791.32","2,088.34",992.72,4,4,"",2,01/08/16 05:13 AM
W7,0,W7-0,"26,550.55","15,589.86","8,759.55",0,0,"",2,01/08/16 05:13 AM
W7,1,W7-1,"20,408.23","11,813.87","6,118.44",1,1,"",2,01/08/16 05:13 AM
W7,2,W7-2,"16,225.04","9,433.74","4,962.78",2,2,"",2,01/08/16 05:13 AM
W7,3,W7-3,"16,465.9","9,812.57","4,903.69",3,3,"",2,01/08/16 05:13 AM
W7,4,W7-4,"16,909.94","9,885.31","5,245.94",4,4,"",2,01/08/16 05:13 AM
W7,5,W7-5,"16,929.92","10,285.24","4,934.89",5,5,"",2,01/08/16 05:13 AM
W7,6,W7-6,"17,119.11","10,365","5,055.22",6,6,"",2,01/08/16 05:13 AM
W7,7,W7-7,"2,490.73",238.22,"1,651.53",7,7,"",2,01/08/16 05:13 AM
W8,0,W8-0,"10,900.15","8,843.45","1,379.02",0,0,"",2,01/08/16 05:13 AM
W8,1,W8-1,"10,810.57","7,770.03","2,342.44",1,1,"",2,01/08/16 05:13 AM
W11,0,W11-0,"5,733.62","3,659.71","1,363.29",0,0,"",2,01/08/16 05:13 AM
W11,1,W11-1,"7,856.79","4,262.58","2,789.01",1,1,"",2,01/08/16 05:13 AM
W15,0,W15-0,"2,459.45",846.01,"1,331.15",0,0,"",2,01/08/16 05:13 AM
62M,5,62M-5,"4,170.08","2,839.96",940.99,5,5,"",2,01/08/16 05:13 AM
62W,0,62W-0,"4,267.92","1,819.03","1,983.9",0,0,"",2,01/08/16 05:13 AM
62W,1,62W-1,"4,215.15","2,753.33","1,056.2",1,1,"",2,01/08/16 05:13 AM
62W,2,62W-2,"4,211.43","2,750.18","1,084.61",2,2,"",2,01/08/16 05:13 AM
62W,3,62W-3,"4,203.61","2,738.26","1,061.84",3,3,"",2,01/08/16 05:13 AM
62W,4,62W-4,"4,134.44","2,691.52","1,049.39",4,4,"",2,01/08/16 05:13 AM
62W,5,62W-5,"4,141.22","2,761.56",979.35,5,5,"",2,01/08/16 05:13 AM
64,0,64-0,"12,371.33","7,259.28","3,539.58",0,0,"",2,01/08/16 05:13 AM
64,1,64-1,"12,212.26","8,172.33","2,845.11",1,1,"",2,01/08/16 05:13 AM
64,2,64-2,"12,212.26","8,461.38","2,568.05",2,2,"",2,01/08/16 05:13 AM
64,3,64-3,"12,212.26","8,217.54","2,796.97",3,3,"",2,01/08/16 05:13 AM
64,4,64-4,"12,212.26","8,027.12","2,988.37",4,4,"",2,01/08/16 05:13 AM
64,5,64-5,"12,212.26","8,321.74","2,698.59",5,5,"",2,01/08/16 05:13 AM
64B,0,64B-0,"3,916.92","1,723.83","1,652.14",0,0,"",2,01/08/16 05:13 AM
64B,1,64B-1,"3,947.95","2,479.96","1,057.76",1,1,"",2,01/08/16 05:13 AM
64B,2,64B-2,"3,947.95","2,633.54",903.98,2,2,"",2,01/08/16 05:13 AM
64B,3,64B-3,"3,947.95","2,633.54",905.24,3,3,"",2,01/08/16 05:13 AM
64B,4,64B-4,"3,947.95","2,479.96","1,057.97",4,4,"",2,01/08/16 05:13 AM
64B,5,64B-5,"3,947.95","2,633.54",906.17,5,5,"",2,01/08/16 05:13 AM
64G,0,64G-0,"4,234.25","2,751.24",934.05,0,0,"",2,01/08/16 05:13 AM
64G,1,64G-1,"4,110.63","2,816.42",902.41,1,1,"",2,01/08/16 05:13 AM
64G,2,64G-2,"4,110.63","2,938.41",780.42,2,2,"",2,01/08/16 05:13 AM
64G,3,64G-3,"4,110.63","2,816.42",902,3,3,"",2,01/08/16 05:13 AM
64G,4,64G-4,"4,110.63","2,797.92",921.43,4,4,"",2,01/08/16 05:13 AM
64G,5,64G-5,"4,110.63","2,920.7",801.69,5,5,"",2,01/08/16 05:13 AM
64W,0,64W-0,"4,220.16","2,784.21",953.39,0,0,"",2,01/08/16 05:13 AM
64W,1,64W-1,"4,153.68","2,875.95",884.94,1,1,"",2,01/08/16 05:13 AM
64W,2,64W-2,"4,153.68","2,889.43",883.65,2,2,"",2,01/08/16 05:13 AM
64W,3,64W-3,"4,153.68","2,767.58",989.73,3,3,"",2,01/08/16 05:13 AM
64W,4,64W-4,"4,153.68","2,749.24","1,008.97",4,4,"",2,01/08/16 05:13 AM
64W,5,64W-5,"4,153.68","2,767.5",990.73,5,5,"",2,01/08/16 05:13 AM
66,00,66-00,"18,838.6","6,367.44","10,560.02",-1,00,"",3,01/08/16 05:13 AM
66,0,66-0,"19,259.09","9,853.88","7,206.62",0,0,"",1,01/08/16 05:13 AM
66,1,66-1,"18,045.2","10,196.51","5,739.06",1,1,"",2,01/08/16 05:13 AM
66,2,66-2,"17,497.28","11,072.72","4,117.13",2,2,"",2,01/08/16 05:13 AM
66,3,66-3,"18,606.51","11,260.12","5,135.53",3,3,"",2,01/08/16 05:13 AM
66,4,66-4,"18,459.61","11,155.07","5,056.34",4,4,"",2,01/08/16 05:13 AM
66,5,66-5,"17,829.58","11,283.58","4,360.34",5,5,"",2,01/08/16 05:13 AM
66,6,66-6,"5,173.77",0,"4,696.39",6,6,"",2,01/08/16 05:13 AM
68,00,68-00,"33,203.01","21,125.15","8,160.4",-1,00,"",0,01/08/16 05:13 AM
68,0,68-0,"40,926.76","9,442.66","27,460.75",0,0,"",2,01/08/16 05:13 AM
68,1,68-1,"27,592.44","14,767.53","10,690.26",1,1,"",2,01/08/16 05:13 AM
68,2,68-2,"29,627.68","20,754.98","6,452.67",2,2,"",2,01/08/16 05:13 AM
68,3,68-3,"29,842.2","20,451.14","6,729.59",3,3,"",2,01/08/16 05:13 AM
68,4,68-4,"29,631.29","20,681.57","6,490.18",4,4,"",2,01/08/16 05:13 AM
68,5,68-5,"29,414.25","20,395.23","6,490.49",5,5,"",2,01/08/16 05:13 AM
68,6,68-6,"28,101.86","19,535.89","6,070.13",6,6,"",2,01/08/16 05:13 AM
68,7,68-7,"12,050.88","7,961.69","2,964.24",7,7,"",2,01/08/16 05:13 AM
76,0,76-0,"49,813.33","22,950.78","21,864.63",0,0,"",2,01/08/16 05:13 AM
76,1,76-1,"40,318.11","25,534.52","9,862.75",1,1,"",2,01/08/16 05:13 AM
76,2,76-2,"41,457.02","25,333.29","10,616.51",2,2,"",2,01/08/16 05:13 AM
76,3,76-3,"41,457","25,297.02","10,682.47",3,3,"",2,01/08/16 05:13 AM
76,4,76-4,"41,457.04","25,225.94","10,966.02",4,4,"",2,01/08/16 05:13 AM
76,5,76-5,"41,457.01","25,232.18","10,715.86",5,5,"",2,01/08/16 05:13 AM
76,6,76-6,"41,457.01","25,531.2","10,629.31",6,6,"",2,01/08/16 05:13 AM
76,7,76-7,"39,092.13","25,960.06","8,283.69",7,7,"",0,01/08/16 05:13 AM
76,8,76-8,"31,179.95",0,"30,623.1",8,8,"",0,01/08/16 05:13 AM
E1,0,E1-0,"5,829.27","3,069.25","1,926.87",0,0,"",2,01/08/16 05:13 AM
E1,1,E1-1,"6,003.37","3,451.84","1,895.77",1,1,"",2,01/08/16 05:13 AM
E1,2,E1-2,"5,156.49","3,500.3",960.55,2,2,"",2,01/08/16 05:13 AM
E1,3,E1-3,"1,653.4","1,169.22",184.76,3,3,"",2,01/08/16 05:13 AM
E2,0,E2-0,"12,633.33","7,188.93","3,520.09",0,0,"",2,01/08/16 05:13 AM
E2,1,E2-1,"12,630.8","6,302.48","4,330.17",1,1,"",2,01/08/16 05:13 AM
E2,2,E2-2,"12,110.74","7,233.11","2,931.08",2,2,"",2,01/08/16 05:13 AM
E2,3,E2-3,"12,149.24","7,134.29","3,067.35",3,3,"",2,01/08/16 05:13 AM
E2,4,E2-4,"11,257.54","6,262.16","3,180.15",4,4,"",2,01/08/16 05:13 AM
E2,5,E2-5,"2,310.1",803.97,988.46,5,5,"",2,01/08/16 05:13 AM
E2,6,E2-6,"1,755.58","1,041.81",543,6,6,"",2,01/08/16 05:13 AM
E14,0,E14-0,"33,463.85","1,184.97","29,348.44",0,0,"",2,01/08/16 05:13 AM
E14,1,E14-1,"26,623.94","11,323.4","13,339.88",1,1,"",2,01/08/16 05:13 AM
E14,2,E14-2,"20,994.92","11,318.03","7,730",2,2,"",2,01/08/16 05:13 AM
E14,3,E14-3,"23,647.65","13,028.68","8,807.05",3,3,"",2,01/08/16 05:13 AM
E14,4,E14-4,"19,940.58","10,949.93","7,149.23",4,4,"",2,01/08/16 05:13 AM
E14,5,E14-5,"21,824.6","12,783.53","6,871.51",5,5,"",2,01/08/16 05:13 AM
E14,6,E14-6,"21,272.03","13,630.3","5,209.67",6,6,"",2,01/08/16 05:13 AM
E14,7,E14-7,"6,107.64",149.31,"4,826.83",7,7,"",2,01/08/16 05:13 AM
E15,0,E15-0,"30,270.35","16,256.39","11,907.65",0,0,"",2,01/08/16 05:13 AM
E15,1,E15-1,"20,969.59","12,773.75","6,659.45",1,1,"",2,01/08/16 05:13 AM
E15,2,E15-2,"12,884.8","8,969.58","2,509.98",2,2,"",2,01/08/16 05:13 AM
E15,3,E15-3,"25,237.35","20,848.62","2,713.17",3,3,"",2,01/08/16 05:13 AM
E15,4,E15-4,"25,235.17","20,540.01","2,893.66",4,4,"",2,01/08/16 05:13 AM
E15,5,E15-5,"5,734.16",0,"5,263.77",5,5,"",2,01/08/16 05:13 AM
E17,0,E17-0,"7,492.9","2,266.06","4,610.67",0,0,"",2,01/08/16 05:13 AM
E17,1,E17-1,"13,378.68","8,783.45","3,355.66",1,1,"",2,01/08/16 05:13 AM
E17,2,E17-2,"12,573.88","10,091.51","1,207.8",2,2,"",2,01/08/16 05:13 AM
E17,3,E17-3,"12,491.96","9,975.75","1,344.68",3,3,"",2,01/08/16 05:13 AM
E17,4,E17-4,"12,488.01","10,094.04","1,167.91",4,4,"",2,01/08/16 05:13 AM
E17,5,E17-5,"11,644.72","7,076.18","3,351.01",5,5,"",2,01/08/16 05:13 AM
E17,6,E17-6,"7,240.04","5,831.18",800.88,6,6,"",0,01/08/16 05:13 AM
E17,7,E17-7,"6,207.85",0,"5,673.68",7,7,"",2,01/08/16 05:13 AM
E18,0,E18-0,"18,907.09","6,763.78","10,542.58",0,0,"",2,01/08/16 05:13 AM
E18,1,E18-1,"15,048.91","10,652.03","3,449.13",1,1,"",2,01/08/16 05:13 AM
E18,2,E18-2,"12,568.93","9,351.5","1,928.29",2,2,"",2,01/08/16 05:13 AM
E18,3,E18-3,"12,582.56","9,374.72","2,107.06",3,3,"",2,01/08/16 05:13 AM
E18,4,E18-4,"12,260.74","9,097.83","2,098.4",4,4,"",2,01/08/16 05:13 AM
E18,5,E18-5,"13,572.99","9,886.79","2,366.14",5,5,"",0,01/08/16 05:13 AM
E18,6,E18-6,"17,977.96","13,682.57","2,858.12",6,6,"",2,01/08/16 05:13 AM
E18,7,E18-7,"9,880.01",0,"9,254.1",7,7,"",2,01/08/16 05:13 AM
E19,0,E19-0,"18,476.4","7,710.46","9,407.71",0,0,"",2,01/08/16 05:13 AM
E19,1,E19-1,"18,743.67","13,450.52","4,041.68",1,1,"",2,01/08/16 05:13 AM
E19,2,E19-2,"18,635.59","13,836.92","3,301.06",2,2,"",2,01/08/16 05:13 AM
E19,3,E19-3,"18,583.22","13,677.19","3,522.44",3,3,"",2,01/08/16 05:13 AM
E19,4,E19-4,"18,945.51","12,328.01","5,246.91",4,4,"",2,01/08/16 05:13 AM
E19,5,E19-5,"18,511.38","13,481.44","3,244.89",5,5,"",2,01/08/16 05:13 AM
E19,6,E19-6,"18,488.28","13,732.2","3,382.6",6,6,"",2,01/08/16 05:13 AM
E19,7,E19-7,"18,420.9","12,580.1","4,600.95",7,7,"",2,01/08/16 05:13 AM
E19,8,E19-8,937.48,0,821.21,8,8,"",2,01/08/16 05:13 AM
E23,0,E23-0,"20,713.03","8,963.39","9,526.91",0,0,"",2,01/08/16 05:13 AM
E23,1,E23-1,"21,144.27","12,753.36","5,907.83",1,1,"",2,01/08/16 05:13 AM
E23,2,E23-2,"19,601.93","14,277.19","2,812.43",2,2,"",2,01/08/16 05:13 AM
E23,3,E23-3,"19,668.82","14,349.75","2,822.57",3,3,"",2,01/08/16 05:13 AM
E23,4,E23-4,"14,298.03","10,365.58","1,981.78",4,4,"",2,01/08/16 05:13 AM
E23,5,E23-5,"6,387.17","4,564",797.01,5,5,"",2,01/08/16 05:13 AM
