Building Key,Floor2,Floor Key,Ext Gross Area,Assignable Area,Non Assignable Area,Floor Sort Sequence,Level Id,Building Wings Id,Access Level,Warehouse Load Date
W61F,2,W61F-2,"2,456.98","1,646.84",368.88,2,2,"",2,01/08/16 05:13 AM
W61F,3,W61F-3,"4,243.28","2,931.69",505.93,3,3,"",2,01/08/16 05:13 AM
W61F,4,W61F-4,"4,243.28","2,929.81",506.26,4,4,"",2,01/08/16 05:13 AM
W61G,1,W61G-1,"1,500.42",936.33,298.76,1,1,"",2,01/08/16 05:13 AM
W61G,2,W61G-2,"3,683.95","2,823.87",323.02,2,2,"",2,01/08/16 05:13 AM
W61G,3,W61G-3,"3,877.63","2,820.55",332.54,3,3,"",2,01/08/16 05:13 AM
W61G,4,W61G-4,"3,880.63","2,849.18",332.54,4,4,"",2,01/08/16 05:13 AM
W61H,1,W61H-1,"1,429.02",850.29,352.03,1,1,"",2,01/08/16 05:13 AM
W61H,2,W61H-2,"3,868.46","2,838.31",426.79,2,2,"",2,01/08/16 05:13 AM
W61H,3,W61H-3,"3,982.62","2,865.57",390.08,3,3,"",2,01/08/16 05:13 AM
W61H,4,W61H-4,"3,979.63","2,865.57",390.08,4,4,"",2,01/08/16 05:13 AM
W61J,1,W61J-1,"3,453.13","2,175.16",536.29,1,1,"",2,01/08/16 05:13 AM
W61J,2,W61J-2,"1,905.49","1,327.2",239.88,2,2,"",2,01/08/16 05:13 AM
W61J,3,W61J-3,"1,956.25","1,324.93",236.88,3,3,"",2,01/08/16 05:13 AM
W61J,4,W61J-4,"1,956.25","1,324.89",236.18,4,4,"",2,01/08/16 05:13 AM
W61M,1,W61M-1,"2,987.01","2,674.64",0,1,1,"",2,01/08/16 05:13 AM
W61M,2,W61M-2,"1,840.22","1,693.89",24.48,2,2,"",2,01/08/16 05:13 AM
W64,1,W64-1,"7,077.36","4,534.06","1,894.25",1,1,"",2,01/08/16 05:13 AM
W64,2,W64-2,"6,290.47","4,787.51",923.49,2,2,"",2,01/08/16 05:13 AM
W70,1,W70-1,"31,974.93","18,303.29","10,941.98",1,1,"",2,01/08/16 05:13 AM
W70,2,W70-2,"22,931.46","14,101.63","5,917.32",2,2,"",2,01/08/16 05:13 AM
W70,3,W70-3,"19,018.19","11,377.74","5,160.3",3,3,"",2,01/08/16 05:13 AM
W70,4,W70-4,"20,267.4","12,181.73","5,494.5",4,4,"",2,01/08/16 05:13 AM
W70,5,W70-5,"20,267.4","12,607.92","5,015.14",5,5,"",2,01/08/16 05:13 AM
W70,6,W70-6,254.06,0,188.85,6,6,"",2,01/08/16 05:13 AM
W70A,1,W70A-1,"10,098.9","4,533.59","4,969.1",1,1,"",2,01/08/16 05:13 AM
W70A,2,W70A-2,"4,055.12","2,450.71","1,088.28",2,2,"",2,01/08/16 05:13 AM
W70A,3,W70A-3,"3,098.19","1,887.88",784.26,3,3,"",2,01/08/16 05:13 AM
W70A,4,W70A-4,"3,376.66","2,039.32",881.16,4,4,"",2,01/08/16 05:13 AM
W70A,5,W70A-5,"3,376.66","2,082.35",828.36,5,5,"",2,01/08/16 05:13 AM
W70B,1,W70B-1,"3,265.97","2,111.43",819.89,1,1,"",2,01/08/16 05:13 AM
W70B,2,W70B-2,"3,137.35","1,872.13",846.94,2,2,"",2,01/08/16 05:13 AM
W70B,3,W70B-3,"3,142.8","1,876.45",863.54,3,3,"",2,01/08/16 05:13 AM
W70B,4,W70B-4,"3,285.65","2,014.04",865.8,4,4,"",2,01/08/16 05:13 AM
W70B,5,W70B-5,"3,285.65","1,941.09",927.41,5,5,"",2,01/08/16 05:13 AM
W70C,1,W70C-1,"3,420.86","2,538.36",566.25,1,1,"",2,01/08/16 05:13 AM
W70C,2,W70C-2,"4,209.36","2,598.64","1,111.22",2,2,"",2,01/08/16 05:13 AM
W70C,3,W70C-3,"3,260.94","2,008.22",835.91,3,3,"",2,01/08/16 05:13 AM
W70C,4,W70C-4,"3,550","2,061.15","1,039.87",4,4,"",2,01/08/16 05:13 AM
W70C,5,W70C-5,"3,550","2,376.29",721.93,5,5,"",2,01/08/16 05:13 AM
W70D,1,W70D-1,"3,257.39","2,491.24",435.54,1,1,"",2,01/08/16 05:13 AM
W70D,2,W70D-2,"3,190.13","1,865.45",923.51,2,2,"",2,01/08/16 05:13 AM
W70D,3,W70D-3,"3,196.33","1,869.39",925.54,3,3,"",2,01/08/16 05:13 AM
W70D,4,W70D-4,"3,331.02","2,075.4",847.17,4,4,"",2,01/08/16 05:13 AM
W70D,5,W70D-5,"3,331.02","1,989.9",912.23,5,5,"",2,01/08/16 05:13 AM
W70D,6,W70D-6,254.06,0,188.85,6,6,"",2,01/08/16 05:13 AM
W70E,1,W70E-1,"3,510.49","2,434.26",742.95,1,1,"",2,01/08/16 05:13 AM
W70E,2,W70E-2,"4,132.65","2,664.75",991.47,2,2,"",2,01/08/16 05:13 AM
W70E,3,W70E-3,"3,201.25","1,986.7",804.15,3,3,"",2,01/08/16 05:13 AM
W70E,4,W70E-4,"3,474.22","2,016.04","1,014.33",4,4,"",2,01/08/16 05:13 AM
W70E,5,W70E-5,"3,474.22","2,217.06",813.78,5,5,"",2,01/08/16 05:13 AM
W70F,1,W70F-1,"2,690.05","1,592.3",786.28,1,1,"",2,01/08/16 05:13 AM
W70F,2,W70F-2,"3,111.7","1,769.51",919.71,2,2,"",2,01/08/16 05:13 AM
W70F,3,W70F-3,"3,118.68","1,749.1",946.9,3,3,"",2,01/08/16 05:13 AM
W70F,4,W70F-4,"3,249.85","1,975.78",846.17,4,4,"",2,01/08/16 05:13 AM
W70F,5,W70F-5,"3,249.85","2,001.23",811.43,5,5,"",2,01/08/16 05:13 AM
W70G,1,W70G-1,"3,670.03","1,441.36","1,972.51",1,1,"",2,01/08/16 05:13 AM
W71,0,W71-0,"12,534.32","7,423.65","3,992.98",0,0,"",2,01/08/16 05:13 AM
W71,1,W71-1,"26,577.25","19,408.46","5,034.21",1,1,"",2,01/08/16 05:13 AM
W71,2,W71-2,"23,372.38","13,445.99","6,915.13",2,2,"",2,01/08/16 05:13 AM
W71,3,W71-3,"23,245.04","14,204","6,024.99",3,3,"",2,01/08/16 05:13 AM
W71,4,W71-4,"23,032.34","13,925.25","6,076.05",4,4,"",2,01/08/16 05:13 AM
W71,5,W71-5,"23,245.13","14,161.49","6,091.11",5,5,"",2,01/08/16 05:13 AM
W79,0,W79-0,"21,908.32","5,042.33","13,987.11",0,0,"",2,01/08/16 05:13 AM
W79,1,W79-1,"18,674.83","10,909.55","5,332.03",1,1,"",2,01/08/16 05:13 AM
W79,10,W79-10,"15,018.59","7,670.91","4,997.61",10,10,"",2,01/08/16 05:13 AM
W79,2,W79-2,"14,653.13","7,226.59","4,774.23",2,2,"",2,01/08/16 05:13 AM
W79,3,W79-3,"18,346.62","10,381.6","5,107.29",3,3,"",2,01/08/16 05:13 AM
W79,4,W79-4,"18,159.37","9,768.61","5,509.3",4,4,"",2,01/08/16 05:13 AM
W79,5,W79-5,"19,859.65","10,340.09","6,591.49",5,5,"",2,01/08/16 05:13 AM
W79,6,W79-6,"19,564.6","9,921.25","6,759.45",6,6,"",2,01/08/16 05:13 AM
W79,7,W79-7,"16,528.73","8,552.7","5,421.28",7,7,"",2,01/08/16 05:13 AM
W79,8,W79-8,"13,578.17","6,693.23","4,623.93",8,8,"",2,01/08/16 05:13 AM
W79,9,W79-9,"14,897.69","7,537.64","4,904.47",9,9,"",2,01/08/16 05:13 AM
W84,00,W84-00,"5,880.7","4,241.35",731.28,-1,00,"",3,01/08/16 05:13 AM
W84,0,W84-0,"5,854.12","1,106.25","4,000.73",0,0,"",2,01/08/16 05:13 AM
W84,1,W84-1,"3,943.36","1,882.3","1,485.88",1,1,"",2,01/08/16 05:13 AM
W84,10,W84-10,"5,850.4","4,416.79",814.96,10,10,"",2,01/08/16 05:13 AM
W84,11,W84-11,"5,850.4","4,416.82",814.96,11,11,"",2,01/08/16 05:13 AM
W84,12,W84-12,"5,850.4","4,416.79",814.96,12,12,"",2,01/08/16 05:13 AM
W84,13,W84-13,"5,850.4","4,416.79",814.96,13,13,"",2,01/08/16 05:13 AM
W84,14,W84-14,"5,850.4","4,416.79",814.96,14,14,"",2,01/08/16 05:13 AM
W84,15,W84-15,"5,850.4","4,416.79",814.96,15,15,"",2,01/08/16 05:13 AM
W84,16,W84-16,"5,850.4","4,416.82",814.96,16,16,"",2,01/08/16 05:13 AM
W84,17,W84-17,"5,850.4","4,416.82",803.88,17,17,"",2,01/08/16 05:13 AM
W84,18,W84-18,"5,850.4","4,416.79",803.88,18,18,"",2,01/08/16 05:13 AM
W84,19,W84-19,"5,850.4","4,416.79",814.96,19,19,"",2,01/08/16 05:13 AM
W84,2,W84-2,"5,850.4","4,417.13",814.96,2,2,"",2,01/08/16 05:13 AM
W84,20,W84-20,"5,850.4","4,416.79",814.96,20,20,"",2,01/08/16 05:13 AM
W84,21,W84-21,"5,850.4","4,416.79",814.96,21,21,"",2,01/08/16 05:13 AM
W84,22,W84-22,"5,850.4","4,416.79",814.96,22,22,"",2,01/08/16 05:13 AM
W84,23,W84-23,"5,850.4","4,416.79",814.96,23,23,"",2,01/08/16 05:13 AM
W84,24,W84-24,"5,863.92","4,452.32",908.82,24,24,"",2,01/08/16 05:13 AM
W84,25,W84-25,"1,029.31",0,907.17,25,25,"",2,01/08/16 05:13 AM
W84,26,W84-26,"1,048.14",0,929,26,26,"",2,01/08/16 05:13 AM
W84,3,W84-3,"5,850.4","4,417.13",814.96,3,3,"",2,01/08/16 05:13 AM
W84,4,W84-4,"5,850.4","4,417.13",814.96,4,4,"",2,01/08/16 05:13 AM
W84,5,W84-5,"5,850.4","4,416.79",814.96,5,5,"",2,01/08/16 05:13 AM
W84,6,W84-6,"5,850.4","4,416.79",814.96,6,6,"",2,01/08/16 05:13 AM
W84,7,W84-7,"5,850.4","4,416.79",814.96,7,7,"",2,01/08/16 05:13 AM
W84,8,W84-8,"5,850.4","4,416.79",814.96,8,8,"",2,01/08/16 05:13 AM
W84,9,W84-9,"5,850.4","4,416.79",814.96,9,9,"",2,01/08/16 05:13 AM
W85,00,W85-00,"5,674.58","4,663.71",672.58,-1,00,"",3,01/08/16 05:13 AM
W85,0,W85-0,"7,628.97","1,461.28","5,495.35",0,0,"",2,01/08/16 05:13 AM
W85,1,W85-1,"3,101.42","1,280.89","1,496.9",1,1,"",2,01/08/16 05:13 AM
W85,10,W85-10,"6,492.94","5,124.33","1,068.82",10,10,"",2,01/08/16 05:13 AM
W85,11,W85-11,"6,492.94","5,124.33","1,068.82",11,11,"",2,01/08/16 05:13 AM
W85,12,W85-12,"6,492.94","5,124.33","1,068.82",12,12,"",2,01/08/16 05:13 AM
W85,13,W85-13,"6,492.94","5,124.33","1,068.82",13,13,"",2,01/08/16 05:13 AM
W85,14,W85-14,"6,492.94","5,124.33","1,068.82",14,14,"",2,01/08/16 05:13 AM
W85,15,W85-15,"6,492.94","5,124.33","1,068.82",15,15,"",2,01/08/16 05:13 AM
W85,16,W85-16,"6,492.94","5,124.33","1,068.82",16,16,"",2,01/08/16 05:13 AM
W85,17,W85-17,902.46,0,750.07,17,17,"",2,01/08/16 05:13 AM
W85,18,W85-18,902.46,0,764.46,18,18,"",2,01/08/16 05:13 AM
W85,2,W85-2,"6,492.94","5,124.33","1,068.82",2,2,"",2,01/08/16 05:13 AM
W85,3,W85-3,"6,492.94","5,124.33","1,068.82",3,3,"",2,01/08/16 05:13 AM
W85,4,W85-4,"6,492.94","5,124.33","1,068.82",4,4,"",2,01/08/16 05:13 AM
W85,5,W85-5,"6,492.94","5,124.33","1,068.82",5,5,"",2,01/08/16 05:13 AM
W85,6,W85-6,"6,492.94","5,124.33","1,068.82",6,6,"",2,01/08/16 05:13 AM
W85,7,W85-7,"6,492.94","5,124.33","1,068.82",7,7,"",2,01/08/16 05:13 AM
W85,8,W85-8,"6,492.94","5,124.33","1,068.82",8,8,"",2,01/08/16 05:13 AM
W85,9,W85-9,"6,492.94","5,124.33","1,068.82",9,9,"",2,01/08/16 05:13 AM
W85A,1,W85A-1,"1,562.14","1,173.73",213.46,1,1,"",2,01/08/16 05:13 AM
W85A,2,W85A-2,"1,562.14","1,276.05",120.11,2,2,"",2,01/08/16 05:13 AM
W85A,3,W85A-3,"1,562.14","1,276.05",120.11,3,3,"",2,01/08/16 05:13 AM
W85ABC,1,W85ABC-1,"4,661.35","3,507.36",640.38,1,1,"",2,01/08/16 05:13 AM
W85ABC,2,W85ABC-2,"4,660.84","3,813.01",360.98,2,2,"",2,01/08/16 05:13 AM
W85ABC,3,W85ABC-3,"4,661.35","3,813.01",360.98,3,3,"",2,01/08/16 05:13 AM
W85B,1,W85B-1,"1,545.38","1,167.36",213.46,1,1,"",2,01/08/16 05:13 AM
W85B,2,W85B-2,"1,545.03","1,269.12",120.11,2,2,"",2,01/08/16 05:13 AM
W85B,3,W85B-3,"1,545.38","1,269.12",120.11,3,3,"",2,01/08/16 05:13 AM
W85C,1,W85C-1,"1,553.83","1,166.27",213.46,1,1,"",2,01/08/16 05:13 AM
W85C,2,W85C-2,"1,553.67","1,267.84",120.76,2,2,"",2,01/08/16 05:13 AM
W85C,3,W85C-3,"1,553.83","1,267.84",120.76,3,3,"",2,01/08/16 05:13 AM
W85D,1,W85D-1,"1,555.9","1,167.35",215.73,1,1,"",2,01/08/16 05:13 AM
W85D,2,W85D-2,"1,555.9","1,272.87",119.41,2,2,"",2,01/08/16 05:13 AM
W85D,3,W85D-3,"1,555.9","1,272.87",119.41,3,3,"",2,01/08/16 05:13 AM
W85DE,1,W85DE-1,"3,106.97","2,332.56",429.19,1,1,"",2,01/08/16 05:13 AM
W85DE,2,W85DE-2,"3,106.97","2,542.61",237.56,2,2,"",2,01/08/16 05:13 AM
W85DE,3,W85DE-3,"3,106.97","2,542.61",237.56,3,3,"",2,01/08/16 05:13 AM
W85E,1,W85E-1,"1,551.07","1,165.21",213.46,1,1,"",2,01/08/16 05:13 AM
W85E,2,W85E-2,"1,551.07","1,269.74",118.15,2,2,"",2,01/08/16 05:13 AM
W85E,3,W85E-3,"1,551.07","1,269.74",118.15,3,3,"",2,01/08/16 05:13 AM
W85F,1,W85F-1,"1,555.9","1,167.35",215.73,1,1,"",2,01/08/16 05:13 AM
W85F,2,W85F-2,"1,555.9","1,272.87",119.41,2,2,"",2,01/08/16 05:13 AM
W85F,3,W85F-3,"1,555.9","1,272.87",119.41,3,3,"",2,01/08/16 05:13 AM
W85FG,1,W85FG-1,"3,106.97","2,332.56",429.19,1,1,"",2,01/08/16 05:13 AM
W85FG,2,W85FG-2,"3,106.97","2,542.61",237.56,2,2,"",2,01/08/16 05:13 AM
W85FG,3,W85FG-3,"3,106.97","2,542.61",237.56,3,3,"",2,01/08/16 05:13 AM
W85G,1,W85G-1,"1,551.07","1,165.21",213.46,1,1,"",2,01/08/16 05:13 AM
W85G,2,W85G-2,"1,551.07","1,269.74",118.15,2,2,"",2,01/08/16 05:13 AM
W85G,3,W85G-3,"1,551.07","1,269.74",118.15,3,3,"",2,01/08/16 05:13 AM
W85H,1,W85H-1,"1,562.13","1,173.51",214.11,1,1,"",2,01/08/16 05:13 AM
W85H,2,W85H-2,"1,557.69","1,276.69",116.19,2,2,"",2,01/08/16 05:13 AM
W85H,3,W85H-3,"1,557.8","1,277.32",115.6,3,3,"",2,01/08/16 05:13 AM
W85HJK,1,W85HJK-1,"4,673.89","3,510.07",649.17,1,1,"",2,01/08/16 05:13 AM
W85HJK,2,W85HJK-2,"4,660.68","3,821.24",353.62,2,2,"",2,01/08/16 05:13 AM
W85HJK,3,W85HJK-3,"4,660.9","3,818.99",355.61,3,3,"",2,01/08/16 05:13 AM
W85J,1,W85J-1,"1,547.26","1,165.38",216.39,1,1,"",2,01/08/16 05:13 AM
W85J,2,W85J-2,"1,542.94","1,269.68",117.43,2,2,"",2,01/08/16 05:13 AM
W85J,3,W85J-3,"1,540.5","1,266.5",118.09,3,3,"",2,01/08/16 05:13 AM
W85K,1,W85K-1,"1,564.5","1,171.18",218.67,1,1,"",2,01/08/16 05:13 AM
W85K,2,W85K-2,"1,560.05","1,274.87",120,2,2,"",2,01/08/16 05:13 AM
W85K,3,W85K-3,"1,562.6","1,275.17",121.92,3,3,"",2,01/08/16 05:13 AM
W89,1,W89-1,"7,692","3,770.75","2,898.81",1,1,"",0,01/08/16 05:13 AM
W89,2,W89-2,"7,217.35","3,913.25","2,058.06",2,2,"",0,01/08/16 05:13 AM
W91,0,W91-0,"2,935.88",909.85,"1,482.1",0,0,"",1,01/08/16 05:13 AM
W91,1,W91-1,"23,212.49","13,022.27","8,032.02",1,1,"",1,01/08/16 05:13 AM
W91,2,W91-2,"9,600.11","6,176.4","2,357.46",2,2,"",1,01/08/16 05:13 AM
W92,0,W92-0,"29,636.43","25,714.51","1,836.81",0,0,"",2,01/08/16 05:13 AM
W92,1,W92-1,"28,557.98","21,994.47","4,055.21",1,1,"",2,01/08/16 05:13 AM
W92,2,W92-2,"28,327.25","24,216.85","2,103.99",2,2,"",2,01/08/16 05:13 AM
W98,0,W98-0,"13,215.65","7,291.34","3,867.35",0,0,"",2,01/08/16 05:13 AM
W98,1,W98-1,"12,122.54","8,105.4","2,730.19",1,1,"",2,01/08/16 05:13 AM
W98,2,W98-2,"12,146.8","6,884.4","3,926.75",2,2,"",2,01/08/16 05:13 AM
W98,3,W98-3,"12,143.97","6,930.75","3,853.68",3,3,"",2,01/08/16 05:13 AM
W98,4,W98-4,"12,143.97","6,496.07","4,253.46",4,4,"",2,01/08/16 05:13 AM
W98,5,W98-5,"12,142.87","6,643.36","4,098.59",5,5,"",2,01/08/16 05:13 AM
W98,6,W98-6,"8,564.94","5,508.41","2,129.78",6,6,"",0,01/08/16 05:13 AM
WW15,0,WW15-0,"1,865.63",866.38,761.8,0,0,"",2,01/08/16 05:13 AM
WW15,1,WW15-1,"40,280.12","36,629.54","2,062.24",1,1,"",0,01/08/16 05:13 AM
WW25,1,WW25-1,"2,300.01","2,300",0,1,1,"",0,01/08/16 05:13 AM
