Building Address Key,Building Key,Address Purpose,Address City Id,Is E911 Address,Street Number,Street Number Suffix,Pre Directional,Street Name,Street Suffix,Post Directional,City,State,Postal Code,Warehouse Load Date
W85FG-E911_1,W85FG,E911_1,590,"",284,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
W85FG-E911_2,W85FG,E911_2,28625,"",286,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
W85FG-STREET,W85FG,STREET,"","",286-284,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
W85G-E911_1,W85G,E911_1,590,"",284,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
W85G-PARCL1,W85G,PARCL1,"","",MEM545R,"","","","","","","",02139,01/08/16 05:13 AM
W85G-STREET,W85G,STREET,590,"",284,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
W85H-E911_1,W85H,E911_1,"","",282,R,"",VASSAR,ST,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
W85H-PARCL1,W85H,PARCL1,"","",MEM545R,"","","","","","","",02139,01/08/16 05:13 AM
W85H-STREET,W85H,STREET,"","",282,"","",VASSAR,ST,(Rear),CAMBRIDGE,MA,02139,01/08/16 05:13 AM
W85HJK-E911_1,W85HJK,E911_1,592,"",278,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
W85HJK-E911_2,W85HJK,E911_2,28605,"",280,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
W85HJK-E911_3,W85HJK,E911_3,28610,"",282,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
W85HJK-STREET,W85HJK,STREET,"","",282-280-278,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
W85J-E911_1,W85J,E911_1,"","",280,R,"",VASSAR,ST,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
W85J-STREET,W85J,STREET,"","",280,"","",VASSAR,ST,(Rear),CAMBRIDGE,MA,02139,01/08/16 05:13 AM
W85K-E911_1,W85K,E911_1,"","",278,R,"",VASSAR,ST,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
W85K-PARCL1,W85K,PARCL1,"","",MEM545R,"","","","","","","",02139,01/08/16 05:13 AM
W85K-STREET,W85K,STREET,"","",278,"","",VASSAR,ST,(Rear),CAMBRIDGE,MA,02139,01/08/16 05:13 AM
W89-E911_1,W89,E911_1,6323,"",301,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
W89-MAIL,W89,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
W89-STREET,W89,STREET,6323,"",301,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
W91-E911_1,W91,E911_1,587,"",565,"","",MEMORIAL,DR,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
W91-E911_2,W91,E911_2,29751,"",570,"","",MEMORIAL,DR,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
W91-MAIL,W91,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
W91-PARCL1,W91,PARCL1,"","",MEM565,"","","","","","","",02139,01/08/16 05:13 AM
W91-STREET,W91,STREET,"","",565-570,"","",MEMORIAL,DR,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
W92-E911_1,W92,E911_1,6289,"",304,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
W92-MAIL,W92,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
W92-STREET,W92,STREET,6289,"",304,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
W98-E911_1,W98,E911_1,9269,"",600,"","",MEMORIAL,DR,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
W98-MAIL,W98,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
W98-STREET,W98,STREET,9269,"",600,"","",MEMORIAL,DR,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
WW15-E911_1,WW15,E911_1,25455,"",350,"","",BROOKLINE,ST,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
WW15-MAIL,WW15,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
WW15-PARCL1,WW15,PARCL1,"","",BRO350,"","","","","","","",02139,01/08/16 05:13 AM
WW15-STREET,WW15,STREET,25455,"",350,"","",BROOKLINE,ST,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
WW25-E911_1,WW25,E911_1,31908,"",142,"","",WAVERLY,ST,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
WW25-E911_2,WW25,E911_2,"","",631,"","",PUTNAM,"","",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
WW25-E911_3,WW25,E911_3,"","",9,"","",CHESTNUT,"","",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
WW25-MAIL,WW25,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
WW25-STREET,WW25,STREET,31908,"",142,"","",WAVERLY,ST,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
