Building Address Key,Building Key,Address Purpose,Address City Id,Is E911 Address,Street Number,Street Number Suffix,Pre Directional,Street Name,Street Suffix,Post Directional,City,State,Postal Code,Warehouse Load Date
1-E911_1,1,E911_1,26019,"",33,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
1-MAIL,1,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
1-PARCL1,1,PARCL1,"","",MEM106,"","","","","",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
1-STREET,1,STREET,26019,"",33,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
2-E911_1,2,E911_1,710,"",182,"","",MEMORIAL,DR,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
2-MAIL,2,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
2-PARCL1,2,PARCL1,"","",MEM106,"","","","","",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
2-STREET,2,STREET,710,"",182,"","",MEMORIAL,DR,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
3-E911_1,3,E911_1,31037,"",33,R,"",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
3-MAIL,3,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
3-PARCL1,3,PARCL1,"","",MEM106,"","","","","",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
3-STREET,3,STREET,"","",33,"","",MASSACHUSETTS,AVE,(Rear),CAMBRIDGE,MA,02139,01/08/16 05:13 AM
4-E911_1,4,E911_1,31039,"",182,R,"",MEMORIAL,DR,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
4-MAIL,4,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
4-PARCL1,4,PARCL1,"","",MEM106,"","","","","",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
4-STREET,4,STREET,"","",182,"","",MEMORIAL,DR,(Rear),CAMBRIDGE,MA,02142,01/08/16 05:13 AM
5-E911_1,5,E911_1,707,"",55,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
5-MAIL,5,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
5-PARCL1,5,PARCL1,"","",MEM106,"","","","","",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
5-STREET,5,STREET,707,"",55,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
6-E911_1,6,E911_1,31039,"",182,R,"",MEMORIAL,DR,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
6-MAIL,6,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
6-PARCL1,6,PARCL1,"","",MEM106,"","","","","",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
6-STREET,6,STREET,"","",182,"","",MEMORIAL,DR,(Rear),CAMBRIDGE,MA,02142,01/08/16 05:13 AM
6B-E911_1,6B,E911_1,31039,"",182,R,"",MEMORIAL,DR,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
6B-MAIL,6B,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
6B-PARCL1,6B,PARCL1,"","",MEM106,"","","","","",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
6B-STREET,6B,STREET,"","",182,"","",MEMORIAL,DR,(Rear),CAMBRIDGE,MA,02142,01/08/16 05:13 AM
6C-E911_1,6C,E911_1,31039,"",182,R,"",MEMORIAL,DR,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
6C-MAIL,6C,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
6C-STREET,6C,STREET,"","",182,"","",MEMORIAL,DR,(Rear),CAMBRIDGE,MA,02142,01/08/16 05:13 AM
7-E911_1,7,E911_1,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
7-MAIL,7,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
7-PARCL1,7,PARCL1,"","",MEM106,"","","","","",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
7-STREET,7,STREET,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
7A-E911_1,7A,E911_1,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
7A-MAIL,7A,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
7A-PARCL1,7A,PARCL1,"","",MEM106,"","","","","",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
7A-STREET,7A,STREET,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
8-E911_1,8,E911_1,25343,"",21,"","",AMES,ST,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
8-MAIL,8,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
8-PARCL1,8,PARCL1,"","",MEM106,"","","","","",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
8-STREET,8,STREET,25343,"",21,"","",AMES,ST,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
9-E911_1,9,E911_1,704,"",105,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
9-MAIL,9,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
9-PARCL1,9,PARCL1,"","",MEM106,"","","","","",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
9-STREET,9,STREET,704,"",105,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
10-E911_1,10,E911_1,26060,"",222,"","",MEMORIAL,DR,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
10-MAIL,10,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
10-PARCL1,10,PARCL1,"","",MEM106,"","","","","",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
10-STREET,10,STREET,26060,"",222,"","",MEMORIAL,DR,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
11-E911_1,11,E911_1,31040,"",77,R,"",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
11-MAIL,11,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
11-PARCL1,11,PARCL1,"","",MEM106,"","","","","",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
11-STREET,11,STREET,"","",77,"","",MASSACHUSETTS,AVE,(Rear),CAMBRIDGE,MA,02139,01/08/16 05:13 AM
13-E911_1,13,E911_1,31912,"",105,R,"",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
13-MAIL,13,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
13-PARCL1,13,PARCL1,"","",MEM106,"","","","","",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
13-STREET,13,STREET,"","",105,"","",MASSACHUSETTS,AVE,(Rear),CAMBRIDGE,MA,02139,01/08/16 05:13 AM
14-E911_1,14,E911_1,27500,"",160,"","",MEMORIAL,DR,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
14-MAIL,14,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
14-PARCL1,14,PARCL1,"","",MEM106,"","","","","",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
14-STREET,14,STREET,27500,"",160,"","",MEMORIAL,DR,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
14E-E911_1,14E,E911_1,27500,"",160,"","",MEMORIAL,DR,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
14E-STREET,14E,STREET,27500,"",160,"","",MEMORIAL,DR,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
14N-E911_1,14N,E911_1,27500,"",160,"","",MEMORIAL,DR,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
14N-STREET,14N,STREET,27500,"",160,"","",MEMORIAL,DR,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
14S-E911_1,14S,E911_1,27500,"",160,"","",MEMORIAL,DR,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
14S-STREET,14S,STREET,27500,"",160,"","",MEMORIAL,DR,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
14W-E911_1,14W,E911_1,27500,"",160,"","",MEMORIAL,DR,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
14W-STREET,14W,STREET,27500,"",160,"","",MEMORIAL,DR,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
16-E911_1,16,E911_1,25343,"",21,"","",AMES,ST,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
16-MAIL,16,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
16-PARCL1,16,PARCL1,"","",MEM106,"","","","","",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
16-STREET,16,STREET,25343,"",21,"","",AMES,ST,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
17-E911_1,17,E911_1,705,"",76,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
17-MAIL,17,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
17-PARCL1,17,PARCL1,"","",MEM106,"","","","","",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
17-STREET,17,STREET,705,"",76,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
18-E911_1,18,E911_1,25343,"",21,"","",AMES,ST,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
18-MAIL,18,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
18-PARCL1,18,PARCL1,"","",MEM106,"","","","","",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
18-STREET,18,STREET,25343,"",21,"","",AMES,ST,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
24-E911_1,24,E911_1,711,"",60,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
24-MAIL,24,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
24-PARCL1,24,PARCL1,"","",MEM106,"","","","","",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
24-STREET,24,STREET,711,"",60,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
26-E911_1,26,E911_1,711,"",60,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
26-MAIL,26,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
26-PARCL1,26,PARCL1,"","",MEM106,"","","","","",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
26-STREET,26,STREET,711,"",60,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
31-E911_1,31,E911_1,31913,"",70,R,"",VASSAR,ST,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
31-MAIL,31,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
31-PARCL1,31,PARCL1,"","",MEM106,"","","","","",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
31-STREET,31,STREET,"","",70,"","",VASSAR,ST,(Rear),CAMBRIDGE,MA,02139,01/08/16 05:13 AM
32-E911_1,32,E911_1,26366,"",32,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
32-MAIL,32,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
32-STREET,32,STREET,26366,"",32,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
32P-E911_1,32P,E911_1,26366,"",32,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
32P-MAIL,32P,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
32P-STREET,32P,STREET,26366,"",32,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
33-E911_1,33,E911_1,703,"",125,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
33-MAIL,33,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
33-PARCL1,33,PARCL1,"","",MEM106,"","","","","",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
33-STREET,33,STREET,703,"",125,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
34-E911_1,34,E911_1,26367,"",50,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
34-MAIL,34,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
34-PARCL1,34,PARCL1,"","",MEM106,"","","","","",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
34-STREET,34,STREET,26367,"",50,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
35-E911_1,35,E911_1,26994,"",127,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
35-MAIL,35,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
35-PARCL1,35,PARCL1,"","",MEM106,"","","","","",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
35-STREET,35,STREET,26994,"",127,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
36-E911_1,36,E911_1,26367,"",50,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
36-MAIL,36,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
36-PARCL1,36,PARCL1,"","",MEM106,"","","","","",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
36-STREET,36,STREET,26367,"",50,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
37-E911_1,37,E911_1,706,"",70,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
37-MAIL,37,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
37-PARCL1,37,PARCL1,"","",MEM106,"","","","","",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
37-STREET,37,STREET,706,"",70,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
38-E911_1,38,E911_1,26367,"",50,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
38-MAIL,38,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
38-PARCL1,38,PARCL1,"","",MEM106,"","","","","",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
38-STREET,38,STREET,26367,"",50,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
39-E911_1,39,E911_1,711,"",60,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
39-MAIL,39,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
39-PARCL1,39,PARCL1,"","",MEM106,"","","","","",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
39-STREET,39,STREET,711,"",60,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
41-E911_1,41,E911_1,30245,"",77,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
41-MAIL,41,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
41-PARCL1,41,PARCL1,"","",MEM106,"","","","","",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
41-STREET,41,STREET,30245,"",77,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
42-E911_1,42,E911_1,684,"",59,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
42-MAIL,42,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
42-PARCL1,42,PARCL1,"","",MEM106,"","","","","",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
42-STREET,42,STREET,684,"",59,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
42T-E911_1,42T,E911_1,684,"",59,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
42T-STREET,42T,STREET,684,"",59,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
43-E911_1,43,E911_1,29749,"",57,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
43-MAIL,43,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
43-PARCL1,43,PARCL1,"","",MEM106,"","","","","",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
43-STREET,43,STREET,29749,"",57,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
44-E911_1,44,E911_1,718,"",51,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
44-MAIL,44,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
44-PARCL1,44,PARCL1,"","",MEM106,"","","","","",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
44-STREET,44,STREET,718,"",51,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
46-E911_1,46,E911_1,29292,"",43,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
46-MAIL,46,MAIL,30245,"",77,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
46-STREET,46,STREET,29292,"",43,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
48-E911_1,48,E911_1,720,"",15,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
48-MAIL,48,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
48-PARCL1,48,PARCL1,"","",MEM106,"","","","","",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
48-STREET,48,STREET,720,"",15,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
50-E911_1,50,E911_1,731,"",142,"","",MEMORIAL,DR,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
50-MAIL,50,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
50-PARCL1,50,PARCL1,"","",MEM106,"","","","","",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
50-STREET,50,STREET,731,"",142,"","",MEMORIAL,DR,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
51-E911_1,51,E911_1,730,"",134,"","",MEMORIAL,DR,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
51-MAIL,51,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
51-PARCL1,51,PARCL1,"","",MEM106,"","","","","",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
51-STREET,51,STREET,730,"",134,"","",MEMORIAL,DR,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
54-E911_1,54,E911_1,25343,"",21,"","",AMES,ST,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
54-MAIL,54,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
54-PARCL1,54,PARCL1,"","",MEM106,"","","","","",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
54-STREET,54,STREET,25343,"",21,"","",AMES,ST,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
56-E911_1,56,E911_1,25343,"",21,"","",AMES,ST,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
56-MAIL,56,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
56-PARCL1,56,PARCL1,"","",MEM106,"","","","","",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
56-STREET,56,STREET,25343,"",21,"","",AMES,ST,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
57-E911_1,57,E911_1,31036,"",6,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
57-MAIL,57,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
57-PARCL1,57,PARCL1,"","",MEM106,"","","","","",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
57-STREET,57,STREET,31036,"",6,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
62-E911_1,62,E911_1,31041,"",3,R,"",AMES,ST,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
62-MAIL,62,MAIL,"","",3,"","",AMES,ST,(Rear),CAMBRIDGE,MA,02142,01/08/16 05:13 AM
62-PARCL1,62,PARCL1,"","",MEM106,"","","","","",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
62-STREET,62,STREET,"","",3,"","",AMES,ST,(Rear),CAMBRIDGE,MA,02142,01/08/16 05:13 AM
62H-E911_1,62H,E911_1,31041,"",3,R,"",AMES,ST,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
62H-STREET,62H,STREET,"","",3,"","",AMES,ST,(Rear),CAMBRIDGE,MA,02142,01/08/16 05:13 AM
62M-E911_1,62M,E911_1,31041,"",3,R,"",AMES,ST,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
62M-STREET,62M,STREET,"","",3,"","",AMES,ST,(Rear),CAMBRIDGE,MA,02142,01/08/16 05:13 AM
62W-E911_1,62W,E911_1,31041,"",3,R,"",AMES,ST,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
62W-STREET,62W,STREET,"","",3,"","",AMES,ST,(Rear),CAMBRIDGE,MA,02142,01/08/16 05:13 AM
64-E911_1,64,E911_1,24630,"",3,"","",AMES,ST,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
64-MAIL,64,MAIL,24630,"",3,"","",AMES,ST,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
64-PARCL1,64,PARCL1,"","",MEM106,"","","","","",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
64-STREET,64,STREET,24630,"",3,"","",AMES,ST,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
64B-E911_1,64B,E911_1,24630,"",3,"","",AMES,ST,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
64B-STREET,64B,STREET,24630,"",3,"","",AMES,ST,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
64G-E911_1,64G,E911_1,24630,"",3,"","",AMES,ST,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
64G-STREET,64G,STREET,24630,"",3,"","",AMES,ST,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
64W-E911_1,64W,E911_1,24630,"",3,"","",AMES,ST,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
64W-STREET,64W,STREET,24630,"",3,"","",AMES,ST,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
66-E911_1,66,E911_1,25344,"",25,"","",AMES,ST,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
66-MAIL,66,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
66-PARCL1,66,PARCL1,"","",MEM106,"","","","","",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
66-STREET,66,STREET,25344,"",25,"","",AMES,ST,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
NW16-E911_1,NW16,E911_1,634,"",167,"","",ALBANY,ST,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
NW16-PARCL1,NW16,PARCL1,"","",ALB167,"","","","","","","",02139,01/08/16 05:13 AM
NW16-STREET,NW16,STREET,634,"",167,"","",ALBANY,ST,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
NW17-E911_1,NW17,E911_1,633,"",175,"","",ALBANY,ST,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
NW17-PARCL1,NW17,PARCL1,"","",ALB175,"","","","","","","",02139,01/08/16 05:13 AM
NW17-STREET,NW17,STREET,633,"",175,"","",ALBANY,ST,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
NW20-E911_1,NW20,E911_1,27751,"",180,"","",ALBANY,ST,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
NW20-MAIL,NW20,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
NW20-PARCL1,NW20,PARCL1,"","",ALB144,"","","","","","","",02139,01/08/16 05:13 AM
NW20-STREET,NW20,STREET,27751,"",180,"","",ALBANY,ST,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
NW21-E911_1,NW21,E911_1,27847,"",190,"","",ALBANY,ST,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
NW21-PARCL1,NW21,PARCL1,"","",ALB180,"","","","","","","",02139,01/08/16 05:13 AM
NW21-STREET,NW21,STREET,27847,"",190,"","",ALBANY,ST,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
NW22-E911_1,NW22,E911_1,3689,"",185,"","",ALBANY,ST,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
NW22-E911_2,NW22,E911_2,"","",195,"","",ALBANY,"","",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
NW22-MAIL,NW22,MAIL,"","",195,"","",ALBANY,"","",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
NW22-PARCL1,NW22,PARCL1,"","",ALB185,"","","","","","","",02139,01/08/16 05:13 AM
NW22-STREET,NW22,STREET,3689,"",185,"","",ALBANY,ST,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
