tid;relationship;related_tid;targrel_id
104731;SUPERSET OF;12635;37967
104731;SUPERSET OF;12133;37968
104739;SUPERSET OF;10355;37969
104739;SUPERSET OF;11086;37971
104838;SUPERSET OF;105064;37972
104838;SUPERSET OF;17065;37973
104838;SUPERSET OF;105120;37974
104838;SUPERSET OF;104752;37975
104838;SUPERSET OF;10841;37976
104838;SUPERSET OF;12758;37977
104838;SUPERSET OF;104301;37978
104838;SUPERSET OF;19609;37979
104838;SUPERSET OF;11492;37981
104838;SUPERSET OF;105021;37982
104838;SUPERSET OF;11670;37988
104838;SUPERSET OF;105042;37989
104838;SUPERSET OF;11439;37991
104838;SUPERSET OF;11464;37994
104840;SUPERSET OF;100339;37995
104840;SUPERSET OF;100341;37996
104840;SUPERSET OF;100340;37997
104840;SUPERSET OF;100342;37998
104843;SUBSET OF;104764;37999
104843;SUPERSET OF;12952;38000
104843;SUPERSET OF;15;38001
104867;OVERLAPS WITH;104762;38002
104869;SUPERSET OF;69;38005
104869;SUPERSET OF;11848;38006
104870;SUPERSET OF;100;38007
104870;SUPERSET OF;155;38008
104870;SUBSET OF;105759;38009
104870;OVERLAPS WITH;105045;38010
104870;OVERLAPS WITH;104785;38011
104912;SUPERSET OF;11046;38012
104912;SUPERSET OF;11409;38013
104912;OVERLAPS WITH;105104;38014
104445;SUBSET OF;106197;38015
104712;OVERLAPS WITH;105121;38016
104712;OVERLAPS WITH;105038;38017
104712;OVERLAPS WITH;105059;38018
104712;OVERLAPS WITH;104757;38019
104712;OVERLAPS WITH;104921;38020
104712;SUPERSET OF;11881;38021
104712;OVERLAPS WITH;105087;38022
104712;SUBSET OF;104688;38024
104712;OVERLAPS WITH;104702;38025
104712;OVERLAPS WITH;104774;38026
104712;OVERLAPS WITH;104703;38027
104712;OVERLAPS WITH;104704;38028
104712;SUPERSET OF;12770;38029
104712;OVERLAPS WITH;104905;38031
104712;OVERLAPS WITH;104904;38032
104729;SUBSET OF;104834;38033
104729;SUPERSET OF;252;38034
104729;SUPERSET OF;278;38035
104729;SUBSET OF;105024;38036
104729;OVERLAPS WITH;104790;38037
104729;OVERLAPS WITH;104806;38038
104729;OVERLAPS WITH;104862;38039
104729;OVERLAPS WITH;104845;38040
105024;SUPERSET OF;104834;38043
105024;SUPERSET OF;104729;38044
105024;SUPERSET OF;252;38045
105024;SUPERSET OF;104779;38046
105024;SUPERSET OF;278;38047
105024;SUPERSET OF;114;38048
105024;SUPERSET OF;104790;38049
105024;SUPERSET OF;104806;38050
105024;SUPERSET OF;280;38051
105024;SUPERSET OF;104862;38052
105024;SUPERSET OF;104845;38053
105029;SUBSET OF;104714;38054
105029;SUPERSET OF;11305;38055
105029;SUPERSET OF;144;38056
105029;SUBSET OF;104841;38057
105033;SUPERSET OF;11524;38058
105033;SUPERSET OF;10466;38059
105035;OVERLAPS WITH;104948;38060
105035;OVERLAPS WITH;104799;38061
105035;OVERLAPS WITH;105065;38062
105035;OVERLAPS WITH;104915;38063
105035;OVERLAPS WITH;104956;38064
105035;OVERLAPS WITH;105769;38065
105035;OVERLAPS WITH;105010;38066
105035;SUPERSET OF;10980;38067
105035;SUPERSET OF;10434;38068
105035;OVERLAPS WITH;104939;38069
105035;OVERLAPS WITH;104955;38070
105037;SUPERSET OF;11807;38071
105042;OVERLAPS WITH;105064;38074
105042;OVERLAPS WITH;105021;38075
105042;SUBSET OF;104838;38077
105042;OVERLAPS WITH;105120;38078
105042;OVERLAPS WITH;104752;38079
105042;SUPERSET OF;12758;38080
105042;SUBSET OF;104301;38082
105048;SUPERSET OF;156;38083
105048;SUPERSET OF;108137;38084
105106;SUPERSET OF;10696;38088
105106;OVERLAPS WITH;107889;38089
105106;SUPERSET OF;10695;38090
105106;SUPERSET OF;12666;38091
105117;SUPERSET OF;11208;38093
105117;OVERLAPS WITH;104856;38096
105117;OVERLAPS WITH;107909;38097
105117;OVERLAPS WITH;107910;38098
105117;OVERLAPS WITH;104681;38099
105078;SUPERSET OF;12854;38102
105078;SUPERSET OF;104713;38103
105078;SUPERSET OF;104794;38104
105078;SUPERSET OF;104836;38105
105078;SUPERSET OF;12512;38106
105078;SUPERSET OF;11736;38107
105078;SUPERSET OF;104699;38108
105078;SUPERSET OF;12171;38109
105078;SUPERSET OF;105098;38110
104915;OVERLAPS WITH;104948;38111
104915;SUBSET OF;104799;38112
104915;OVERLAPS WITH;108403;38113
104915;OVERLAPS WITH;105065;38114
104915;OVERLAPS WITH;105035;38115
104915;OVERLAPS WITH;104956;38116
104915;OVERLAPS WITH;105010;38117
104915;SUPERSET OF;10980;38118
104915;OVERLAPS WITH;104939;38119
104915;OVERLAPS WITH;104955;38120
104915;SUPERSET OF;11752;38121
104921;OVERLAPS WITH;104291;38122
104921;OVERLAPS WITH;105121;38123
104921;OVERLAPS WITH;105038;38124
104921;OVERLAPS WITH;105059;38125
104921;OVERLAPS WITH;104757;38126
104921;SUPERSET OF;221;38127
104921;OVERLAPS WITH;104712;38128
104921;OVERLAPS WITH;105087;38129
104921;SUBSET OF;104688;38131
104921;OVERLAPS WITH;104702;38132
104921;OVERLAPS WITH;104774;38133
104921;OVERLAPS WITH;104703;38134
104921;OVERLAPS WITH;104704;38135
104921;SUPERSET OF;12770;38136
104921;OVERLAPS WITH;104905;38137
104921;OVERLAPS WITH;104904;38138
104922;SUPERSET OF;11209;38139
104922;OVERLAPS WITH;104811;38140
104922;SUPERSET OF;8;38141
104924;OVERLAPS WITH;104830;38142
104924;SUPERSET OF;12661;38143
104924;OVERLAPS WITH;104292;38145
104924;OVERLAPS WITH;105103;38148
104924;OVERLAPS WITH;104960;38149
104924;OVERLAPS WITH;104936;38150
104928;OVERLAPS WITH;104919;38151
104928;OVERLAPS WITH;104934;38152
104928;OVERLAPS WITH;104969;38153
104928;SUPERSET OF;23;38154
104928;OVERLAPS WITH;105096;38155
104928;SUPERSET OF;194;38156
104944;SUPERSET OF;12076;38157
104944;OVERLAPS WITH;105046;38158
104944;SUBSET OF;104303;38159
104944;SUPERSET OF;10647;38160
104952;SUPERSET OF;19905;38161
104952;SUPERSET OF;20162;38162
104778;OVERLAPS WITH;105006;38163
104778;OVERLAPS WITH;104919;38164
104778;SUPERSET OF;12000;38165
104778;SUPERSET OF;11092;38166
104779;OVERLAPS WITH;104834;38167
104779;SUPERSET OF;114;38168
104779;SUBSET OF;105024;38169
104779;OVERLAPS WITH;104790;38170
104779;OVERLAPS WITH;104806;38171
104779;SUPERSET OF;280;38172
104779;OVERLAPS WITH;104862;38173
104779;OVERLAPS WITH;104845;38174
104787;SUPERSET OF;103;38175
104787;SUPERSET OF;104831;38176
104787;SUPERSET OF;216;38177
104787;SUPERSET OF;218;38178
104787;SUPERSET OF;52;38179
104787;SUPERSET OF;104723;38180
104787;SUPERSET OF;128;38181
104787;SUPERSET OF;125;38182
104787;SUBSET OF;105670;38183
104787;SUPERSET OF;104993;38184
104787;SUPERSET OF;104743;38185
104788;SUPERSET OF;10043;38186
104788;SUBSET OF;104868;38187
104788;SUPERSET OF;42;38188
104788;SUPERSET OF;10121;38189
104887;OVERLAPS WITH;104901;38190
104887;SUPERSET OF;100287;38191
104887;OVERLAPS WITH;104900;38192
104887;OVERLAPS WITH;104892;38194
104890;SUPERSET OF;19904;38195
104890;OVERLAPS WITH;104910;38196
104890;OVERLAPS WITH;104908;38197
104890;OVERLAPS WITH;104893;38198
104891;OVERLAPS WITH;108129;38200
104891;OVERLAPS WITH;104288;38201
104891;OVERLAPS WITH;105508;38203
104891;OVERLAPS WITH;104897;38204
104891;OVERLAPS WITH;107885;38205
104891;OVERLAPS WITH;108141;38206
104891;OVERLAPS WITH;104285;38208
104891;OVERLAPS WITH;105076;38209
104893;SUPERSET OF;19904;38210
104893;OVERLAPS WITH;106152;38211
104893;OVERLAPS WITH;104910;38212
104893;OVERLAPS WITH;104890;38213
104883;SUPERSET OF;10358;38215
104883;OVERLAPS WITH;104884;38216
104883;SUPERSET OF;10457;38217
104423;SUBSET OF;107922;38218
104271;SUBSET OF;109746;38219
12781;SUBSET OF;107903;38222
12781;SUBSET OF;104775;38223
104981;SUPERSET OF;11149;38224
104981;SUPERSET OF;10811;38225
104992;SUBSET OF;104841;38226
104992;SUPERSET OF;108;38227
104992;OVERLAPS WITH;104817;38228
104992;SUPERSET OF;227;38229
104992;SUBSET OF;104784;38230
104995;SUPERSET OF;11140;38231
104995;SUPERSET OF;12268;38232
105001;SUPERSET OF;12078;38233
10021;SUBSET OF;104826;38235
10021;SUBSET OF;104906;38236
19914;SUBSET OF;109697;38237
106172;SUPERSET OF;10;38274
106173;EQUIVALENT TO;100235;38275
105503;SUPERSET OF;80;38276
105503;SUPERSET OF;11400;38277
108403;OVERLAPS WITH;104799;38278
108403;SUPERSET OF;11242;38279
108403;OVERLAPS WITH;104915;38280
108403;SUPERSET OF;11752;38281
108406;SUBSET OF;108404;38282
108406;OVERLAPS WITH;107918;38283
108406;SUPERSET OF;10938;38284
108406;OVERLAPS WITH;108405;38285
108406;SUBSET OF;105757;38286
108406;SUPERSET OF;12694;38287
108414;SUPERSET OF;108020;38290
100787;SUBSET OF;109554;38292
107884;OVERLAPS WITH;105709;38296
107884;OVERLAPS WITH;105508;38298
107884;OVERLAPS WITH;107887;38299
107884;OVERLAPS WITH;107885;38300
107884;OVERLAPS WITH;104894;38301
107884;OVERLAPS WITH;104895;38302
107884;OVERLAPS WITH;108128;38303
107884;SUPERSET OF;10819;38304
107884;OVERLAPS WITH;104898;38305
107884;OVERLAPS WITH;104897;38306
107884;OVERLAPS WITH;104283;38307
107884;OVERLAPS WITH;104282;38308
107884;SUPERSET OF;10642;38309
107884;OVERLAPS WITH;105076;38310
107902;SUPERSET OF;107594;38313
107905;SUPERSET OF;13010;38314
107905;SUPERSET OF;100338;38315
107911;SUPERSET OF;103529;38316
107911;SUPERSET OF;102695;38317
107928;SUPERSET OF;11408;38318
107928;SUBSET OF;104822;38319
107928;SUPERSET OF;11407;38320
11305;SUBSET OF;104714;38321
11305;SUBSET OF;104841;38322
11305;SUBSET OF;105029;38323
11593;SUBSET OF;104819;38324
20162;SUBSET OF;104952;38326
12711;SUBSET OF;104717;38328
262;SUBSET OF;105763;38330
10460;SUBSET OF;104884;38331
11430;SUBSET OF;105041;38332
11430;SUBSET OF;104684;38333
11622;SUBSET OF;104875;38334
12699;SUBSET OF;105744;38335
105747;SUPERSET OF;102688;38338
105758;SUBSET OF;105708;38339
105758;SUPERSET OF;105510;38340
105758;SUPERSET OF;12005;38341
105758;SUPERSET OF;11125;38342
105758;OVERLAPS WITH;105509;38343
105758;SUPERSET OF;10397;38344
105758;SUPERSET OF;12992;38346
105758;SUPERSET OF;12930;38347
105761;SUPERSET OF;11359;38348
105761;SUPERSET OF;104679;38349
105761;SUPERSET OF;105095;38351
105761;SUPERSET OF;3;38352
105761;SUPERSET OF;105039;38354
105761;SUPERSET OF;11176;38355
105761;SUPERSET OF;276;38356
105761;SUPERSET OF;11395;38358
105761;SUPERSET OF;105762;38359
105761;SUPERSET OF;10583;38360
105761;SUPERSET OF;100010;38361
105761;SUPERSET OF;100008;38362
105761;SUPERSET OF;11396;38363
105761;SUPERSET OF;100009;38364
105761;SUPERSET OF;104872;38365
105761;SUPERSET OF;104738;38366
105761;SUPERSET OF;104874;38367
105761;SUPERSET OF;10016;38368
105761;SUPERSET OF;104918;38369
105761;SUPERSET OF;10599;38370
105761;SUPERSET OF;170;38371
105761;SUPERSET OF;104796;38372
105761;SUPERSET OF;104735;38373
105761;SUPERSET OF;10594;38374
105761;SUPERSET OF;104997;38376
105761;SUPERSET OF;10605;38377
105761;SUPERSET OF;11515;38378
105761;SUPERSET OF;10177;38379
105761;SUPERSET OF;11910;38380
105761;SUPERSET OF;104707;38381
105761;SUPERSET OF;11360;38382
105761;SUPERSET OF;20035;38383
105762;SUBSET OF;105761;38384
105762;SUPERSET OF;100008;38385
105762;SUPERSET OF;100009;38386
101567;SUBSET OF;104998;38389
104985;OVERLAPS WITH;104292;38391
104985;SUPERSET OF;101250;38392
104985;OVERLAPS WITH;104685;38393
104985;OVERLAPS WITH;104960;38394
104985;OVERLAPS WITH;104936;38395
104985;OVERLAPS WITH;108124;38396
109738;OVERLAPS WITH;104746;38398
109738;SUPERSET OF;12227;38399
109738;OVERLAPS WITH;104747;38400
109738;OVERLAPS WITH;105089;38401
109738;SUPERSET OF;105019;38402
109738;OVERLAPS WITH;104748;38403
109738;SUPERSET OF;163;38404
109738;OVERLAPS WITH;104856;38405
109738;SUPERSET OF;133;38406
109738;SUPERSET OF;105060;38407
109496;SUBSET OF;106175;38409
108125;OVERLAPS WITH;104761;38411
108125;SUPERSET OF;10515;38412
108125;SUBSET OF;108126;38414
108128;OVERLAPS WITH;104288;38415
108128;SUBSET OF;105508;38417
108128;OVERLAPS WITH;107887;38418
108128;OVERLAPS WITH;107884;38419
108128;OVERLAPS WITH;104894;38420
108128;SUPERSET OF;104895;38421
108128;OVERLAPS WITH;108129;38422
108128;OVERLAPS WITH;104898;38423
108128;OVERLAPS WITH;104897;38424
108128;OVERLAPS WITH;104283;38425
108128;SUPERSET OF;10642;38426
108128;OVERLAPS WITH;108141;38427
108128;SUPERSET OF;11184;38428
108128;OVERLAPS WITH;105076;38429
108147;SUPERSET OF;322;38442
106710;SUPERSET OF;10013;38444
105192;SUBSET OF;107934;38445
105577;SUPERSET OF;53;38446
105577;SUPERSET OF;37;38447
105577;EQUIVALENT TO;104721;38448
108032;SUBSET OF;109700;38469
11691;SUBSET OF;105769;38479
11699;SUBSET OF;104812;38480
10520;SUBSET OF;104296;38481
10520;SUBSET OF;104709;38482
11191;SUBSET OF;105121;38486
11191;SUBSET OF;104688;38487
11191;SUBSET OF;104905;38489
11191;SUBSET OF;104904;38490
19610;SUBSET OF;105733;38491
19610;SUBSET OF;105685;38492
117;SUBSET OF;104951;38493
119;SUBSET OF;106152;38495
119;SUBSET OF;104909;38496
119;SUBSET OF;104908;38497
46;EQUIVALENT TO;105684;38498
46;SUBSET OF;105683;38499
96;SUBSET OF;104725;38500
53;SUBSET OF;104721;38501
53;SUBSET OF;105577;38502
4;SUBSET OF;105734;38503
4;SUBSET OF;105707;38504
12930;SUBSET OF;105708;38505
12930;SUBSET OF;105509;38506
12930;SUBSET OF;105758;38508
10892;SUBSET OF;104293;38509
10892;SUBSET OF;104768;38510
285;SUBSET OF;104782;38511
285;SUBSET OF;104852;38512
285;SUBSET OF;104737;38513
283;SUBSET OF;109700;38514
133;SUBSET OF;109738;38515
133;SUBSET OF;104746;38516
133;SUBSET OF;104747;38517
133;SUBSET OF;105089;38518
133;SUBSET OF;105019;38519
133;SUBSET OF;104748;38520
133;SUBSET OF;104856;38521
133;SUBSET OF;105060;38522
163;SUBSET OF;109738;38523
163;SUBSET OF;105019;38524
10752;SUBSET OF;105023;38525
68;SUBSET OF;105058;38526
240;SUBSET OF;105764;38527
240;SUBSET OF;105766;38529
270;SUBSET OF;105764;38530
270;SUBSET OF;105766;38531
193;SUBSET OF;104934;38532
215;SUBSET OF;105105;38533
215;SUBSET OF;104691;38534
215;SUBSET OF;104925;38535
164;SUBSET OF;104852;38536
164;SUBSET OF;104737;38537
10200;SUBSET OF;104941;38538
18033;SUBSET OF;105769;38539
11531;SUBSET OF;104730;38541
11578;SUBSET OF;105739;38542
11578;SUBSET OF;104823;38543
12703;SUBSET OF;104777;38544
12566;SUBSET OF;105046;38545
12566;SUBSET OF;104303;38546
12216;SUBSET OF;104693;38547
12216;SUBSET OF;104680;38548
12345;SUBSET OF;104963;38550
11926;SUBSET OF;104793;38552
10368;SUBSET OF;107920;38553
10368;SUBSET OF;104980;38554
10139;SUBSET OF;104764;38555
11821;SUBSET OF;104878;38556
12488;SUBSET OF;104809;38557
10207;SUBSET OF;104720;38558
12005;SUBSET OF;105708;38559
12005;SUBSET OF;105758;38560
11534;SUBSET OF;105056;38562
12239;SUBSET OF;104780;38563
12244;SUBSET OF;104695;38564
19609;SUBSET OF;104838;38565
19609;SUBSET OF;104752;38566
19609;SUBSET OF;104301;38567
12133;SUBSET OF;104731;38568
12133;SUBSET OF;104879;38569
11109;SUBSET OF;105013;38570
12362;SUBSET OF;104809;38571
11663;SUBSET OF;109545;38572
10605;SUBSET OF;105761;38574
10605;SUBSET OF;104796;38575
10605;SUBSET OF;104874;38576
10542;SUBSET OF;104745;38577
12758;SUBSET OF;104838;38579
12758;SUBSET OF;105042;38580
12758;SUBSET OF;104301;38581
11924;SUBSET OF;105002;38582
12172;SUBSET OF;108126;38583
11031;SUBSET OF;105099;38586
12012;SUBSET OF;104824;38588
12012;SUBSET OF;104687;38589
10213;SUBSET OF;104864;38590
12915;SUBSET OF;107912;38591
17039;SUBSET OF;105107;38598
12924;SUBSET OF;108134;38600
12865;SUBSET OF;104835;38602
12865;SUBSET OF;104848;38603
12865;SUBSET OF;107932;38604
12865;SUBSET OF;104824;38605
12865;SUBSET OF;104821;38606
12865;SUBSET OF;104302;38607
11290;SUBSET OF;105068;38608
10514;SUBSET OF;104761;38609
17065;SUBSET OF;105021;38610
17065;SUBSET OF;104838;38611
17065;SUBSET OF;104301;38612
12268;SUBSET OF;104995;38613
12910;SUBSET OF;107904;38617
12910;SUBSET OF;104953;38618
11049;SUBSET OF;105043;38619
12592;SUBSET OF;104792;38620
10742;SUBSET OF;104749;38621
10742;SUBSET OF;104871;38622
30012;SUBSET OF;105769;38624
100338;SUBSET OF;107905;38625
10198;SUBSET OF;105708;38626
11286;SUBSET OF;104975;38627
10016;SUBSET OF;104918;38630
10016;SUBSET OF;105761;38631
100267;SUPERSET OF;105246;38634
100267;SUPERSET OF;11165;38635
12744;SUBSET OF;104693;38636
12744;SUBSET OF;104680;38637
10355;SUBSET OF;104739;38638
100435;SUBSET OF;108407;38639
11176;SUBSET OF;105761;38640
11176;SUBSET OF;104735;38641
11176;SUBSET OF;104872;38642
11978;SUBSET OF;104839;38643
10197;SUBSET OF;104772;38644
20097;SUBSET OF;107889;38646
18079;SUBSET OF;105639;38647
10009;SUBSET OF;108401;38648
10009;SUBSET OF;108439;38649
100952;SUBSET OF;107891;38650
100856;SUBSET OF;107912;38651
101011;SUBSET OF;105732;38652
10578;SUBSET OF;104744;38653
10578;SUBSET OF;108395;38654
10578;SUBSET OF;104705;38655
101339;SUBSET OF;105109;38656
103144;SUBSET OF;107924;38657
101388;SUBSET OF;109080;38660
11177;SUBSET OF;104943;38663
11177;SUBSET OF;109750;38664
100438;SUBSET OF;105079;38667
103467;SUBSET OF;108119;38668
103481;SUBSET OF;108409;38669
103486;SUBSET OF;104916;38670
104831;SUBSET OF;104723;38672
104831;SUPERSET OF;128;38673
104831;SUPERSET OF;125;38674
104831;SUBSET OF;105670;38675
104831;SUBSET OF;104787;38676
104831;OVERLAPS WITH;104993;38677
104834;SUPERSET OF;104729;38678
104834;SUPERSET OF;252;38679
104834;OVERLAPS WITH;104779;38680
104834;SUPERSET OF;278;38681
104834;SUPERSET OF;114;38682
104834;SUBSET OF;105024;38683
104834;OVERLAPS WITH;104790;38684
104834;OVERLAPS WITH;104806;38685
104834;SUPERSET OF;104862;38686
104834;SUPERSET OF;104845;38687
104305;OVERLAPS WITH;105506;38688
104305;SUPERSET OF;20131;38689
104305;OVERLAPS WITH;107919;38690
104305;SUPERSET OF;20053;38691
104305;OVERLAPS WITH;108397;38692
17019;SUBSET OF;104829;38693
104677;SUPERSET OF;103767;38694
104677;SUPERSET OF;103732;38695
104677;OVERLAPS WITH;108138;38696
104686;SUPERSET OF;105093;38697
104686;SUBSET OF;104886;38698
104686;SUPERSET OF;12687;38699
104686;SUPERSET OF;105075;38700
104686;SUPERSET OF;12689;38701
104686;SUPERSET OF;12688;38702
104686;OVERLAPS WITH;105102;38703
104686;SUBSET OF;104705;38704
104751;SUPERSET OF;17052;38705
104751;SUPERSET OF;10728;38706
104751;SUPERSET OF;12202;38707
104760;SUPERSET OF;13077;38708
104760;OVERLAPS WITH;104827;38709
104760;SUPERSET OF;11944;38710
104760;OVERLAPS WITH;104724;38711
104808;OVERLAPS WITH;107945;38712
104808;SUPERSET OF;104295;38713
104808;OVERLAPS WITH;104965;38714
104808;SUPERSET OF;108399;38715
104808;OVERLAPS WITH;108400;38716
104808;OVERLAPS WITH;105020;38717
104808;OVERLAPS WITH;109746;38719
104808;SUPERSET OF;10522;38720
104808;OVERLAPS WITH;104977;38721
104808;SUPERSET OF;107898;38722
104808;SUPERSET OF;12946;38723
104808;SUPERSET OF;12709;38724
104702;OVERLAPS WITH;105121;38725
104702;OVERLAPS WITH;105038;38726
104702;SUPERSET OF;12757;38727
104702;OVERLAPS WITH;105059;38728
104702;OVERLAPS WITH;104757;38729
104702;OVERLAPS WITH;104921;38730
104702;SUPERSET OF;11881;38731
104702;OVERLAPS WITH;104712;38732
104702;OVERLAPS WITH;105087;38733
104702;SUBSET OF;104688;38735
104702;OVERLAPS WITH;104774;38736
104702;OVERLAPS WITH;104703;38737
104702;OVERLAPS WITH;104704;38738
104702;OVERLAPS WITH;104905;38740
104702;OVERLAPS WITH;104904;38741
104707;SUPERSET OF;11395;38742
104707;SUBSET OF;105761;38743
104707;SUPERSET OF;170;38744
104707;SUBSET OF;105095;38745
104707;SUBSET OF;104738;38746
104737;SUPERSET OF;104782;38747
104737;SUPERSET OF;2;38748
104737;SUPERSET OF;10891;38749
104737;SUPERSET OF;104852;38750
104737;SUPERSET OF;285;38751
104737;SUPERSET OF;164;38752
104846;SUPERSET OF;10773;38753
104846;SUPERSET OF;11574;38754
104847;OVERLAPS WITH;104886;38755
104847;SUPERSET OF;14037;38756
104847;SUPERSET OF;10304;38757
104847;OVERLAPS WITH;105041;38758
104847;OVERLAPS WITH;105102;38759
104847;SUBSET OF;104684;38760
104868;OVERLAPS WITH;105006;38761
104868;OVERLAPS WITH;105070;38762
104868;SUPERSET OF;10043;38763
104868;SUPERSET OF;42;38764
104868;SUPERSET OF;104788;38765
104868;SUPERSET OF;11;38766
104868;SUPERSET OF;10121;38767
104868;OVERLAPS WITH;105096;38768
104875;SUPERSET OF;10396;38769
104875;SUPERSET OF;11622;38770
104875;SUPERSET OF;12415;38771
104875;SUPERSET OF;30002;38772
104720;SUPERSET OF;11970;38773
104720;SUPERSET OF;11969;38774
104720;SUPERSET OF;10207;38775
104722;SUBSET OF;104694;38776
104722;SUPERSET OF;12807;38777
104722;SUPERSET OF;10273;38778
104728;SUPERSET OF;115;38779
104728;SUPERSET OF;10692;38780
105013;SUPERSET OF;13001;38781
105013;OVERLAPS WITH;104792;38782
105013;SUPERSET OF;11109;38783
105034;SUPERSET OF;12476;38784
105034;SUPERSET OF;11058;38785
105034;SUPERSET OF;11056;38786
105034;SUPERSET OF;12950;38787
105034;SUPERSET OF;12449;38788
105034;SUPERSET OF;11036;38789
105034;SUPERSET OF;11891;38790
105034;SUPERSET OF;12894;38791
105039;SUPERSET OF;11359;38792
105039;SUPERSET OF;104679;38793
105039;SUPERSET OF;10599;38794
105039;OVERLAPS WITH;105095;38795
105039;SUPERSET OF;3;38796
105039;OVERLAPS WITH;104796;38797
105039;SUPERSET OF;276;38798
105039;OVERLAPS WITH;104997;38799
105039;SUBSET OF;105761;38800
105039;SUPERSET OF;11396;38801
105039;OVERLAPS WITH;104872;38802
105039;OVERLAPS WITH;104738;38803
105040;OVERLAPS WITH;104984;38804
105040;OVERLAPS WITH;107904;38805
105040;SUBSET OF;104842;38806
105040;OVERLAPS WITH;105671;38807
105040;OVERLAPS WITH;104807;38808
105040;OVERLAPS WITH;104754;38809
105040;OVERLAPS WITH;104994;38810
105040;SUPERSET OF;72;38811
105040;SUPERSET OF;88;38812
105051;SUPERSET OF;11112;38813
105051;SUPERSET OF;10575;38814
105104;SUPERSET OF;11409;38815
105104;OVERLAPS WITH;109740;38816
105104;OVERLAPS WITH;104912;38817
105104;SUPERSET OF;10904;38818
105112;SUPERSET OF;17100;38819
105112;SUPERSET OF;17047;38820
105113;SUPERSET OF;11427;38821
105113;SUPERSET OF;11104;38822
105113;SUPERSET OF;10086;38825
105113;OVERLAPS WITH;104906;38826
105082;OVERLAPS WITH;104880;38833
105082;OVERLAPS WITH;104854;38834
105082;SUPERSET OF;43;38835
105082;SUBSET OF;104700;38836
105082;SUBSET OF;105670;38837
105082;SUPERSET OF;226;38838
105083;SUPERSET OF;11626;38839
105083;SUPERSET OF;10474;38840
105083;OVERLAPS WITH;109746;38841
105083;OVERLAPS WITH;107901;38842
105089;SUPERSET OF;275;38843
105089;OVERLAPS WITH;109738;38844
105089;OVERLAPS WITH;104856;38847
105089;SUPERSET OF;133;38848
105089;OVERLAPS WITH;105060;38849
105089;OVERLAPS WITH;104746;38851
105089;OVERLAPS WITH;104747;38852
105089;OVERLAPS WITH;104748;38853
105089;OVERLAPS WITH;105019;38854
105089;OVERLAPS WITH;105765;38855
105089;OVERLAPS WITH;105766;38856
105090;SUPERSET OF;12272;38857
105090;SUPERSET OF;10283;38859
104932;SUPERSET OF;13000;38860
104932;SUPERSET OF;11024;38861
104932;SUBSET OF;104792;38862
104933;OVERLAPS WITH;105092;38863
104933;OVERLAPS WITH;105017;38864
104933;SUPERSET OF;11869;38865
104933;SUPERSET OF;10142;38866
104936;SUPERSET OF;34;38867
104936;SUPERSET OF;104798;38868
104936;SUPERSET OF;12661;38869
104936;OVERLAPS WITH;104830;38870
104936;SUPERSET OF;104292;38871
104936;OVERLAPS WITH;104293;38872
104936;SUPERSET OF;105103;38873
104936;OVERLAPS WITH;104685;38874
104936;OVERLAPS WITH;104924;38875
104936;OVERLAPS WITH;104960;38876
104936;OVERLAPS WITH;108124;38877
104936;SUPERSET OF;11789;38879
104936;OVERLAPS WITH;104985;38881
104936;OVERLAPS WITH;108134;38883
104951;SUPERSET OF;117;38885
104951;SUPERSET OF;10183;38886
104951;SUPERSET OF;11261;38887
104951;SUPERSET OF;11265;38888
104951;SUPERSET OF;12786;38889
104955;OVERLAPS WITH;104948;38890
104955;OVERLAPS WITH;104799;38891
104955;OVERLAPS WITH;105065;38892
104955;OVERLAPS WITH;105035;38893
104955;OVERLAPS WITH;104915;38894
104955;OVERLAPS WITH;104793;38895
104955;OVERLAPS WITH;104956;38896
104955;SUPERSET OF;10266;38897
104955;OVERLAPS WITH;105010;38898
104955;SUPERSET OF;10980;38899
104955;OVERLAPS WITH;104939;38900
104958;SUPERSET OF;10495;38901
104958;OVERLAPS WITH;105071;38902
104958;SUPERSET OF;11567;38903
104958;OVERLAPS WITH;105091;38904
104958;OVERLAPS WITH;105056;38905
104958;OVERLAPS WITH;105115;38906
104785;SUPERSET OF;155;38907
104785;OVERLAPS WITH;104870;38908
104785;SUBSET OF;105759;38909
104785;OVERLAPS WITH;105045;38910
104785;SUPERSET OF;121;38911
104850;SUPERSET OF;11426;38915
104850;SUPERSET OF;12163;38916
104851;SUPERSET OF;104448;38918
104851;SUPERSET OF;12877;38919
104851;SUPERSET OF;11035;38920
104858;SUPERSET OF;172;38922
104858;SUPERSET OF;11620;38923
104894;OVERLAPS WITH;104288;38924
104894;OVERLAPS WITH;105508;38925
104894;OVERLAPS WITH;107887;38926
104894;OVERLAPS WITH;107884;38927
104894;SUPERSET OF;104895;38928
104894;OVERLAPS WITH;108129;38929
104894;OVERLAPS WITH;108128;38930
104894;SUPERSET OF;104898;38931
104894;OVERLAPS WITH;104897;38932
104894;OVERLAPS WITH;104283;38935
104894;SUPERSET OF;10642;38936
104894;OVERLAPS WITH;108141;38937
104894;SUPERSET OF;11184;38938
104894;OVERLAPS WITH;105076;38939
104896;OVERLAPS WITH;104900;38940
104896;OVERLAPS WITH;104889;38942
104896;OVERLAPS WITH;104892;38943
104896;SUPERSET OF;11064;38944
104801;SUPERSET OF;10818;38945
104801;SUPERSET OF;169;38946
