tid;relationship;related_tid;targrel_id
104746;OVERLAPS WITH;105089;36977
104746;OVERLAPS WITH;105019;36978
104746;OVERLAPS WITH;104748;36979
104746;OVERLAPS WITH;104856;36980
104746;SUPERSET OF;133;36981
104746;OVERLAPS WITH;105060;36982
104746;SUPERSET OF;103768;36983
104764;SUPERSET OF;11063;36984
104764;SUPERSET OF;12896;36985
104764;SUPERSET OF;10193;36986
104764;SUPERSET OF;11060;36987
104764;SUPERSET OF;11042;36988
104764;SUPERSET OF;12952;36989
104764;SUPERSET OF;12209;36990
104764;SUPERSET OF;104843;36991
104764;SUPERSET OF;12923;36992
104764;SUPERSET OF;10186;36993
104764;SUPERSET OF;11016;36994
104764;SUPERSET OF;104979;36995
104764;SUPERSET OF;10139;36996
104764;SUPERSET OF;15;36997
104768;SUPERSET OF;10892;36998
104768;OVERLAPS WITH;104293;36999
104768;SUPERSET OF;10917;37000
104771;OVERLAPS WITH;104795;37001
104771;OVERLAPS WITH;105105;37002
104771;SUBSET OF;104691;37003
104771;SUPERSET OF;219;37004
104771;OVERLAPS WITH;104926;37005
104771;SUPERSET OF;47;37006
104771;OVERLAPS WITH;104962;37007
104774;OVERLAPS WITH;105121;37008
104774;OVERLAPS WITH;105038;37009
104774;OVERLAPS WITH;105059;37010
104774;OVERLAPS WITH;104757;37011
104774;OVERLAPS WITH;104921;37012
104774;SUPERSET OF;11463;37013
104774;SUPERSET OF;11881;37014
104774;OVERLAPS WITH;104712;37015
104774;OVERLAPS WITH;105087;37016
104774;SUBSET OF;104688;37018
104774;OVERLAPS WITH;104702;37019
104774;OVERLAPS WITH;104703;37020
104774;OVERLAPS WITH;104704;37021
104774;OVERLAPS WITH;104905;37023
104774;OVERLAPS WITH;104904;37024
104775;SUPERSET OF;12780;37025
104775;SUPERSET OF;12781;37026
104775;SUPERSET OF;10044;37027
104775;SUPERSET OF;107903;37028
104811;SUPERSET OF;100128;37029
104811;SUPERSET OF;8;37030
104811;OVERLAPS WITH;104922;37031
104690;OVERLAPS WITH;104749;37032
104690;SUBSET OF;104871;37033
104690;SUPERSET OF;10572;37034
104690;SUPERSET OF;10569;37035
104845;SUBSET OF;104834;37036
104845;OVERLAPS WITH;104729;37037
104845;OVERLAPS WITH;104779;37038
104845;SUPERSET OF;278;37039
104845;SUPERSET OF;114;37040
104845;SUBSET OF;105024;37041
104845;OVERLAPS WITH;104806;37042
104845;OVERLAPS WITH;104862;37043
104861;SUPERSET OF;259;37044
104861;SUPERSET OF;87;37045
104861;OVERLAPS WITH;108401;37046
104862;SUBSET OF;104834;37047
104862;OVERLAPS WITH;104729;37048
104862;SUPERSET OF;252;37049
104862;OVERLAPS WITH;104779;37050
104862;SUPERSET OF;114;37051
104862;SUBSET OF;105024;37052
104862;OVERLAPS WITH;104790;37053
104862;OVERLAPS WITH;104845;37054
104873;SUPERSET OF;10648;37055
104873;SUPERSET OF;10649;37056
104873;SUPERSET OF;10687;37057
104873;SUPERSET OF;11780;37058
104876;SUBSET OF;104842;37060
104876;SUBSET OF;105671;37061
104876;OVERLAPS WITH;104807;37062
104876;OVERLAPS WITH;104754;37063
104876;SUPERSET OF;130;37064
104876;SUPERSET OF;90;37065
104882;OVERLAPS WITH;104744;37066
104882;SUPERSET OF;104304;37067
104882;SUPERSET OF;105004;37068
104882;OVERLAPS WITH;104693;37069
104882;SUPERSET OF;12474;37070
104882;SUPERSET OF;10576;37071
104882;SUPERSET OF;104964;37072
104882;SUPERSET OF;12742;37073
104882;OVERLAPS WITH;104705;37074
104882;SUPERSET OF;12514;37075
104898;OVERLAPS WITH;108128;37076
104898;OVERLAPS WITH;105508;37077
104898;OVERLAPS WITH;104897;37078
104898;OVERLAPS WITH;107887;37079
104898;OVERLAPS WITH;104283;37080
104898;SUPERSET OF;10642;37082
104898;OVERLAPS WITH;107884;37083
104898;OVERLAPS WITH;108141;37084
104898;SUBSET OF;104894;37085
104898;OVERLAPS WITH;105076;37086
104898;OVERLAPS WITH;104895;37087
104901;SUPERSET OF;100287;37088
104901;OVERLAPS WITH;104900;37089
104901;OVERLAPS WITH;104887;37090
104901;OVERLAPS WITH;104889;37091
104903;SUPERSET OF;11756;37093
104903;SUPERSET OF;13064;37094
104904;OVERLAPS WITH;105038;37096
104904;OVERLAPS WITH;104757;37097
104904;SUPERSET OF;74;37098
104904;SUPERSET OF;11463;37099
104904;SUBSET OF;104688;37101
104904;OVERLAPS WITH;104702;37103
104904;SUPERSET OF;11191;37104
104904;OVERLAPS WITH;104703;37105
104904;SUPERSET OF;12770;37106
104904;SUPERSET OF;11440;37108
104904;OVERLAPS WITH;104291;37109
104904;OVERLAPS WITH;105121;37111
104904;SUPERSET OF;12757;37112
104904;OVERLAPS WITH;105059;37113
104904;OVERLAPS WITH;104921;37114
104904;OVERLAPS WITH;104712;37115
104904;OVERLAPS WITH;105087;37116
104904;OVERLAPS WITH;104774;37117
104904;OVERLAPS WITH;104704;37118
104904;OVERLAPS WITH;104905;37119
104906;SUPERSET OF;11427;37120
104906;SUPERSET OF;11864;37121
104906;SUPERSET OF;104826;37122
104906;SUPERSET OF;10620;37123
104906;SUPERSET OF;10021;37124
104906;OVERLAPS WITH;105113;37125
104911;OVERLAPS WITH;109746;37126
104911;SUPERSET OF;12829;37127
104911;SUBSET OF;107899;37128
104709;OVERLAPS WITH;107894;37130
104709;OVERLAPS WITH;107893;37131
104709;SUPERSET OF;104296;37132
104709;SUPERSET OF;12071;37134
104709;SUPERSET OF;10520;37135
104709;OVERLAPS WITH;109746;37137
104711;SUPERSET OF;10529;37138
104711;OVERLAPS WITH;107933;37139
104711;SUPERSET OF;104740;37140
104711;SUPERSET OF;10527;37141
104711;SUPERSET OF;12050;37142
104711;SUPERSET OF;10526;37143
104723;SUPERSET OF;103;37144
104723;SUPERSET OF;104831;37145
104723;SUPERSET OF;128;37146
104723;SUPERSET OF;125;37147
104723;SUBSET OF;105670;37148
104723;SUBSET OF;104787;37149
104723;SUPERSET OF;104993;37150
104726;SUPERSET OF;10015;37151
104726;SUPERSET OF;179;37152
105017;OVERLAPS WITH;104933;37153
105017;OVERLAPS WITH;105092;37154
105017;SUPERSET OF;11003;37155
105017;SUPERSET OF;10142;37156
105025;SUPERSET OF;17145;37157
105025;SUPERSET OF;12944;37158
105030;SUPERSET OF;11765;37159
105030;SUPERSET OF;10630;37160
105115;SUPERSET OF;10495;37161
105115;OVERLAPS WITH;105071;37162
105115;OVERLAPS WITH;105091;37163
105115;SUPERSET OF;12587;37164
105115;OVERLAPS WITH;105056;37165
105115;OVERLAPS WITH;104958;37166
105116;OVERLAPS WITH;106151;37168
105116;SUPERSET OF;19658;37169
105116;OVERLAPS WITH;104816;37170
105056;SUPERSET OF;10495;37171
105056;OVERLAPS WITH;105071;37172
105056;OVERLAPS WITH;105091;37173
105056;SUPERSET OF;11534;37174
105056;OVERLAPS WITH;104958;37175
105056;OVERLAPS WITH;105115;37176
105086;SUPERSET OF;12412;37177
105086;SUPERSET OF;11858;37178
105086;SUPERSET OF;11329;37180
105091;SUPERSET OF;10378;37181
105091;SUPERSET OF;10495;37182
105091;OVERLAPS WITH;105071;37183
105091;OVERLAPS WITH;105056;37184
105091;OVERLAPS WITH;104958;37185
105091;OVERLAPS WITH;105115;37186
104942;SUBSET OF;105744;37187
104942;SUPERSET OF;188;37188
104942;SUPERSET OF;9;37189
104942;OVERLAPS WITH;108140;37190
104948;OVERLAPS WITH;104799;37191
104948;OVERLAPS WITH;105065;37192
104948;OVERLAPS WITH;105035;37193
104948;OVERLAPS WITH;104915;37194
104948;OVERLAPS WITH;104793;37195
104948;OVERLAPS WITH;104956;37196
104948;SUPERSET OF;10264;37197
104948;OVERLAPS WITH;105010;37198
104948;SUPERSET OF;10980;37199
104948;OVERLAPS WITH;104939;37200
104948;OVERLAPS WITH;104955;37201
104950;SUPERSET OF;104115;37203
104956;OVERLAPS WITH;104948;37204
104956;OVERLAPS WITH;104799;37205
104956;OVERLAPS WITH;105065;37206
104956;OVERLAPS WITH;105035;37207
104956;OVERLAPS WITH;104915;37208
104956;SUPERSET OF;197;37209
104956;OVERLAPS WITH;104773;37210
104956;OVERLAPS WITH;105010;37211
104956;SUPERSET OF;10980;37212
104956;OVERLAPS WITH;104939;37213
104956;OVERLAPS WITH;104955;37214
104856;OVERLAPS WITH;109738;37215
104856;OVERLAPS WITH;104746;37216
104856;OVERLAPS WITH;104747;37217
104856;OVERLAPS WITH;105089;37218
104856;OVERLAPS WITH;105019;37219
104856;OVERLAPS WITH;104748;37220
104856;OVERLAPS WITH;105117;37222
104856;SUPERSET OF;133;37223
104856;OVERLAPS WITH;105060;37224
104790;OVERLAPS WITH;104834;37225
104790;OVERLAPS WITH;104729;37226
104790;SUPERSET OF;252;37227
104790;OVERLAPS WITH;104779;37228
104790;SUBSET OF;105024;37229
104790;OVERLAPS WITH;104806;37230
104790;SUPERSET OF;280;37231
104790;OVERLAPS WITH;104862;37232
104792;SUPERSET OF;104932;37233
104792;SUPERSET OF;13000;37234
104792;SUPERSET OF;12592;37235
104792;SUPERSET OF;13001;37236
104792;SUPERSET OF;11110;37237
104792;SUPERSET OF;11024;37238
104792;OVERLAPS WITH;105013;37239
104795;OVERLAPS WITH;105105;37240
104795;SUBSET OF;104691;37241
104795;OVERLAPS WITH;104926;37242
104795;OVERLAPS WITH;104925;37243
104795;OVERLAPS WITH;104771;37244
104795;SUPERSET OF;47;37245
104795;OVERLAPS WITH;104962;37246
104795;SUPERSET OF;61;37247
104800;SUPERSET OF;12274;37248
104800;SUPERSET OF;12860;37249
104885;SUPERSET OF;11614;37250
104293;SUPERSET OF;34;37252
104293;OVERLAPS WITH;104798;37253
104293;SUPERSET OF;10892;37255
104293;OVERLAPS WITH;108134;37256
104293;OVERLAPS WITH;105103;37257
104293;OVERLAPS WITH;104936;37258
104293;OVERLAPS WITH;108124;37259
104293;OVERLAPS WITH;104768;37260
104299;OVERLAPS WITH;107945;37261
104299;OVERLAPS WITH;104961;37262
104299;OVERLAPS WITH;107894;37263
104299;OVERLAPS WITH;107895;37264
104299;OVERLAPS WITH;105020;37265
104299;SUPERSET OF;11775;37266
104299;OVERLAPS WITH;109746;37267
104299;OVERLAPS WITH;104710;37268
104299;SUPERSET OF;11678;37269
104299;SUBSET OF;104708;37270
104299;OVERLAPS WITH;107896;37271
104299;OVERLAPS WITH;107897;37272
104593;SUBSET OF;107924;37273
104272;SUBSET OF;109746;37274
105008;OVERLAPS WITH;104781;37275
104969;OVERLAPS WITH;104919;37278
104969;SUPERSET OF;16;37279
104969;OVERLAPS WITH;104934;37280
104969;OVERLAPS WITH;104928;37281
104969;OVERLAPS WITH;105096;37282
104969;SUPERSET OF;194;37283
105006;OVERLAPS WITH;104919;37284
105006;SUPERSET OF;12000;37285
105006;OVERLAPS WITH;105070;37286
105006;OVERLAPS WITH;104778;37287
105006;OVERLAPS WITH;104868;37288
105006;SUPERSET OF;11;37289
105006;OVERLAPS WITH;105096;37290
105007;SUPERSET OF;13076;37291
105007;SUPERSET OF;12614;37293
19601;SUBSET OF;105733;37296
19601;SUBSET OF;105685;37297
218;SUBSET OF;105670;37298
218;SUBSET OF;104787;37299
218;SUBSET OF;104743;37300
194;SUBSET OF;104919;37301
194;SUBSET OF;104934;37302
194;SUBSET OF;104969;37303
194;SUBSET OF;104928;37304
194;SUBSET OF;105096;37305
11939;SUBSET OF;109750;37307
108400;OVERLAPS WITH;104808;37328
108400;OVERLAPS WITH;104965;37329
108400;OVERLAPS WITH;109746;37331
108400;OVERLAPS WITH;108399;37332
108400;OVERLAPS WITH;104977;37333
108400;SUPERSET OF;10480;37334
108407;SUPERSET OF;100433;37335
108407;SUPERSET OF;100435;37336
107630;SUBSET OF;107915;37337
107630;SUBSET OF;107916;37338
100630;SUBSET OF;105708;37339
101250;SUBSET OF;104985;37340
101250;SUBSET OF;108124;37341
105732;SUPERSET OF;108353;37346
105732;SUPERSET OF;101011;37347
105732;SUPERSET OF;101010;37348
105732;SUPERSET OF;101123;37349
107878;OVERLAPS WITH;107879;37350
107878;OVERLAPS WITH;107877;37351
107878;SUPERSET OF;10276;37352
107878;SUPERSET OF;11364;37353
107878;OVERLAPS WITH;107883;37354
107878;OVERLAPS WITH;105044;37355
107878;OVERLAPS WITH;107881;37356
107878;OVERLAPS WITH;107880;37357
107878;SUBSET OF;104844;37358
107881;OVERLAPS WITH;107879;37359
107881;OVERLAPS WITH;107878;37360
107881;SUPERSET OF;10341;37361
107881;OVERLAPS WITH;107877;37362
107881;SUPERSET OF;10276;37363
107881;SUPERSET OF;10659;37364
107881;OVERLAPS WITH;107883;37365
107881;OVERLAPS WITH;107882;37366
107881;OVERLAPS WITH;105044;37367
107881;OVERLAPS WITH;107880;37368
107881;SUBSET OF;104844;37369
107899;SUPERSET OF;104911;37370
107899;OVERLAPS WITH;109746;37371
107899;SUPERSET OF;12829;37372
107913;SUPERSET OF;104440;37375
107918;OVERLAPS WITH;108406;37377
107918;OVERLAPS WITH;107917;37378
107918;SUBSET OF;108404;37379
107918;SUPERSET OF;10938;37380
107918;OVERLAPS WITH;108405;37381
107918;SUPERSET OF;10919;37382
107918;SUBSET OF;105757;37383
107927;SUPERSET OF;104537;37384
107927;SUPERSET OF;104254;37385
107932;OVERLAPS WITH;104835;37386
107932;OVERLAPS WITH;104848;37387
107932;SUPERSET OF;12865;37388
107932;SUBSET OF;104824;37389
107932;SUPERSET OF;11921;37390
107932;OVERLAPS WITH;104821;37391
107932;SUBSET OF;104302;37392
107935;SUBSET OF;104812;37393
107935;EQUIVALENT TO;11940;37394
101608;SUBSET OF;108144;37395
101608;SUBSET OF;104998;37396
11807;SUBSET OF;105037;37398
10397;SUBSET OF;105708;37399
10397;SUBSET OF;105510;37400
10397;SUBSET OF;105758;37401
47;SUBSET OF;104795;37402
47;SUBSET OF;105105;37403
47;SUBSET OF;104691;37404
47;SUBSET OF;104771;37405
47;SUBSET OF;104962;37406
10885;SUBSET OF;104813;37410
10885;SUBSET OF;104683;37411
105766;SUPERSET OF;275;37415
105766;OVERLAPS WITH;105089;37417
105766;SUPERSET OF;277;37419
105766;SUPERSET OF;105764;37421
105766;SUPERSET OF;105765;37423
105766;SUPERSET OF;105767;37424
105766;SUPERSET OF;266;37425
105766;SUPERSET OF;57;37426
105766;SUPERSET OF;270;37427
105766;SUPERSET OF;240;37428
12167;SUBSET OF;104692;37430
101589;SUBSET OF;107890;37431
101589;SUBSET OF;107937;37432
102695;SUBSET OF;107911;37433
105087;OVERLAPS WITH;104291;37434
105087;OVERLAPS WITH;105121;37435
105087;OVERLAPS WITH;105038;37436
105087;OVERLAPS WITH;105059;37437
105087;OVERLAPS WITH;104757;37438
105087;SUPERSET OF;74;37439
105087;OVERLAPS WITH;104921;37440
105087;OVERLAPS WITH;104712;37441
105087;SUBSET OF;104688;37443
105087;OVERLAPS WITH;104702;37444
105087;OVERLAPS WITH;104774;37445
105087;OVERLAPS WITH;104703;37447
105087;OVERLAPS WITH;104704;37448
105087;OVERLAPS WITH;104905;37449
105087;OVERLAPS WITH;104904;37450
106169;EQUIVALENT TO;7;37451
106170;EQUIVALENT TO;13;37452
108129;SUPERSET OF;104288;37454
108129;SUBSET OF;105508;37456
108129;OVERLAPS WITH;107887;37457
108129;OVERLAPS WITH;107885;37458
108129;OVERLAPS WITH;104891;37459
108129;OVERLAPS WITH;104894;37460
108129;OVERLAPS WITH;104895;37461
108129;OVERLAPS WITH;108128;37462
108129;OVERLAPS WITH;108141;37463
108129;SUPERSET OF;11184;37465
108129;OVERLAPS WITH;104285;37466
108129;OVERLAPS WITH;105076;37467
108130;OVERLAPS WITH;108122;37468
108130;SUPERSET OF;108046;37470
108134;SUPERSET OF;34;37471
108134;OVERLAPS WITH;104798;37472
108134;OVERLAPS WITH;104293;37474
108134;OVERLAPS WITH;105103;37475
108134;SUPERSET OF;12924;37476
108134;OVERLAPS WITH;104936;37477
108134;OVERLAPS WITH;108124;37478
108139;SUPERSET OF;100217;37480
108139;SUPERSET OF;101035;37481
108141;SUPERSET OF;104288;37482
108141;OVERLAPS WITH;105508;37483
108141;OVERLAPS WITH;107885;37484
108141;OVERLAPS WITH;104891;37485
108141;OVERLAPS WITH;104894;37486
108141;OVERLAPS WITH;104895;37487
108141;OVERLAPS WITH;108129;37488
108141;OVERLAPS WITH;108128;37489
108141;OVERLAPS WITH;104898;37490
108141;SUPERSET OF;11184;37493
108141;OVERLAPS WITH;104285;37494
108141;OVERLAPS WITH;105076;37495
105685;SUPERSET OF;100045;37497
105685;SUPERSET OF;19669;37498
105685;SUPERSET OF;19601;37499
105685;EQUIVALENT TO;105733;37500
105685;SUPERSET OF;19657;37501
105685;SUPERSET OF;19610;37503
106134;SUBSET OF;108122;37508
109080;SUPERSET OF;101388;37510
109080;SUPERSET OF;100915;37511
109083;SUPERSET OF;100148;37512
109083;SUPERSET OF;11749;37513
109083;SUPERSET OF;102460;37516
109083;SUPERSET OF;108396;37519
106714;EQUIVALENT TO;106715;37521
106709;SUPERSET OF;104330;37522
106729;SUPERSET OF;103517;37523
105736;SUPERSET OF;11562;37524
105736;SUPERSET OF;11631;37525
105736;SUPERSET OF;12023;37526
105736;SUPERSET OF;10809;37527
105736;SUPERSET OF;10950;37528
105737;SUPERSET OF;54;37530
105737;SUPERSET OF;11967;37531
105734;OVERLAPS WITH;104881;37536
105734;SUPERSET OF;100101;37537
105734;SUPERSET OF;169;37538
105734;SUPERSET OF;11959;37539
105734;SUPERSET OF;100100;37540
105734;SUPERSET OF;109457;37541
105734;SUPERSET OF;105707;37542
105734;SUPERSET OF;4;37543
105734;SUPERSET OF;18021;37545
105734;SUPERSET OF;18016;37547
105734;SUPERSET OF;10511;37548
105734;SUPERSET OF;10818;37549
105734;SUPERSET OF;103930;37551
105734;SUPERSET OF;11158;37552
105734;SUPERSET OF;104801;37554
105734;SUPERSET OF;150;37555
105708;SUPERSET OF;105510;37578
105708;SUPERSET OF;10397;37579
105708;OVERLAPS WITH;105509;37580
105708;SUPERSET OF;12992;37583
105708;SUPERSET OF;12930;37584
105708;SUPERSET OF;100630;37585
105708;SUPERSET OF;12577;37589
105708;SUPERSET OF;12005;37592
105708;SUPERSET OF;11125;37595
105708;SUPERSET OF;102706;37601
105708;SUPERSET OF;10198;37606
105708;SUPERSET OF;105758;37607
105708;SUPERSET OF;165;37608
105708;SUPERSET OF;105607;37609
105708;SUPERSET OF;100114;37614
105708;SUPERSET OF;100115;37615
105708;SUPERSET OF;10553;37616
105708;SUPERSET OF;10552;37618
105708;SUPERSET OF;11153;37619
107946;EQUIVALENT TO;104991;37628
107946;SUPERSET OF;100044;37629
107946;SUPERSET OF;17084;37630
12755;SUBSET OF;104684;37631
12946;SUBSET OF;107945;37632
12946;SUBSET OF;105020;37633
12946;SUBSET OF;104808;37634
12946;SUBSET OF;104295;37635
12946;SUBSET OF;109746;37636
12946;SUBSET OF;108399;37637
12946;SUBSET OF;107898;37638
12224;SUBSET OF;104715;37640
11678;SUBSET OF;107895;37641
11678;SUBSET OF;107945;37642
11678;SUBSET OF;105020;37643
11678;SUBSET OF;109746;37644
11678;SUBSET OF;104299;37645
11678;SUBSET OF;104710;37646
11678;SUBSET OF;107896;37647
11678;SUBSET OF;104708;37648
11620;SUBSET OF;104858;37649
10057;SUBSET OF;105077;37651
10480;SUBSET OF;108400;37652
10480;SUBSET OF;104965;37653
10480;SUBSET OF;109746;37654
10480;SUBSET OF;104977;37655
11629;SUBSET OF;104980;37657
112;SUBSET OF;105773;37658
132;SUBSET OF;104888;37659
84;SUBSET OF;105058;37660
72;SUBSET OF;104984;37661
72;SUBSET OF;107904;37662
72;SUBSET OF;105040;37663
72;SUBSET OF;104842;37664
72;SUBSET OF;105671;37665
72;SUBSET OF;104807;37666
72;SUBSET OF;104754;37667
72;SUBSET OF;104994;37668
11881;SUBSET OF;104712;37669
11881;SUBSET OF;105121;37670
11881;SUBSET OF;104688;37671
11881;SUBSET OF;104774;37672
11881;SUBSET OF;104702;37673
11881;SUBSET OF;104703;37674
11881;SUBSET OF;104704;37675
11881;SUBSET OF;104905;37677
220;SUBSET OF;104842;37678
10183;SUBSET OF;104951;37679
90;SUBSET OF;104842;37680
90;SUBSET OF;105671;37681
90;SUBSET OF;104807;37682
90;SUBSET OF;104876;37683
11307;SUBSET OF;104681;37685
10670;SUBSET OF;107887;37686
10670;SUBSET OF;104283;37687
10670;SUBSET OF;104285;37688
10472;SUBSET OF;104769;37689
249;SUBSET OF;104833;37690
148;SUBSET OF;105773;37691
148;SUBSET OF;104978;37692
11084;SUBSET OF;104733;37694
86;SUBSET OF;104789;37695
2;SUBSET OF;104782;37697
2;SUBSET OF;104737;37698
108;SUBSET OF;104841;37700
108;SUBSET OF;104817;37701
108;SUBSET OF;104992;37702
108;SUBSET OF;104784;37703
10980;SUBSET OF;104948;37705
10980;SUBSET OF;104799;37706
10980;SUBSET OF;105065;37707
10980;SUBSET OF;105035;37708
10980;SUBSET OF;104915;37709
10980;SUBSET OF;104956;37710
10980;SUBSET OF;105010;37711
10980;SUBSET OF;104939;37712
10980;SUBSET OF;104955;37713
88;SUBSET OF;105040;37719
88;SUBSET OF;104842;37720
18043;SUBSET OF;105639;37722
10043;SUBSET OF;104868;37726
10043;SUBSET OF;104788;37727
10811;SUBSET OF;104981;37728
11736;SUBSET OF;104713;37731
11736;SUBSET OF;104794;37732
11736;SUBSET OF;105078;37733
11736;SUBSET OF;104699;37734
11736;SUBSET OF;105098;37735
12717;SUBSET OF;104289;37737
12717;SUBSET OF;104692;37738
12717;SUBSET OF;108132;37739
12717;SUBSET OF;104287;37740
12717;SUBSET OF;104284;37741
11759;SUBSET OF;104902;37742
11759;SUBSET OF;107906;37743
19602;SUBSET OF;105107;37750
11902;SUBSET OF;109739;37752
11033;SUBSET OF;104971;37753
11036;SUBSET OF;105034;37754
11524;SUBSET OF;105033;37755
12458;SUBSET OF;104863;37756
12076;SUBSET OF;104944;37757
12076;SUBSET OF;105046;37758
12076;SUBSET OF;104303;37759
12742;SUBSET OF;104304;37760
12742;SUBSET OF;104882;37761
12742;SUBSET OF;104693;37762
12742;SUBSET OF;104964;37763
10157;SUBSET OF;104753;37764
17047;SUBSET OF;105112;37765
11046;SUBSET OF;104912;37766
12757;SUBSET OF;105038;37768
12757;SUBSET OF;104688;37769
12757;SUBSET OF;104702;37770
12757;SUBSET OF;104905;37771
12757;SUBSET OF;104904;37772
10276;SUBSET OF;107878;37773
10276;SUBSET OF;107877;37774
10276;SUBSET OF;105044;37775
10276;SUBSET OF;107881;37776
10276;SUBSET OF;104844;37777
10903;SUBSET OF;104813;37778
10903;SUBSET OF;104683;37779
10529;SUBSET OF;107933;37780
10529;SUBSET OF;104740;37781
10529;SUBSET OF;104711;37782
10950;SUBSET OF;105736;37783
12021;SUBSET OF;104681;37786
13010;SUBSET OF;107905;37793
10879;SUBSET OF;104731;37794
12546;SUBSET OF;104824;37795
12546;SUBSET OF;104687;37796
20035;SUBSET OF;105761;37797
10502;SUBSET OF;105077;37798
12952;SUBSET OF;104764;37799
12952;SUBSET OF;104843;37800
10304;SUBSET OF;104684;37806
10304;SUBSET OF;104847;37807
11848;SUBSET OF;104869;37808
17052;SUBSET OF;104751;37809
11765;SUBSET OF;105030;37810
17084;SUBSET OF;107946;37811
17084;SUBSET OF;104991;37812
11360;SUBSET OF;105761;37813
11360;SUBSET OF;104796;37814
11360;SUBSET OF;104874;37815
12227;SUBSET OF;109738;37816
12227;SUBSET OF;105060;37817
11209;SUBSET OF;104922;37818
13001;SUBSET OF;104792;37819
13001;SUBSET OF;105013;37820
11839;SUBSET OF;107921;37824
11112;SUBSET OF;105051;37825
10619;SUBSET OF;104744;37826
10619;SUBSET OF;104705;37827
10634;SUBSET OF;108131;37828
10634;SUBSET OF;104692;37829
10634;SUBSET OF;108132;37830
100639;SUBSET OF;108410;37831
100127;SUBSET OF;105769;37832
12425;SUBSET OF;104814;37833
12425;SUBSET OF;105053;37834
100096;SUBSET OF;105067;37835
12252;SUBSET OF;105085;37836
10275;SUBSET OF;108133;37837
100126;SUBSET OF;109740;37840
100915;SUBSET OF;109080;37841
101164;SUBSET OF;108410;37842
100168;SUBSET OF;104730;37843
10788;SUBSET OF;104766;37844
101004;SUBSET OF;104976;37845
103165;SUBSET OF;108138;37849
101300;SUBSET OF;107900;37850
101300;SUBSET OF;109746;37851
101360;SUBSET OF;109746;37852
103774;SUBSET OF;108146;37855
103774;SUBSET OF;104759;37856
103930;SUBSET OF;105734;37860
104830;SUPERSET OF;12661;37865
104830;OVERLAPS WITH;104292;37867
104830;OVERLAPS WITH;105103;37869
104830;OVERLAPS WITH;104924;37870
104830;OVERLAPS WITH;104960;37871
104830;OVERLAPS WITH;104936;37872
104382;SUBSET OF;107908;37874
104684;OVERLAPS WITH;104886;37875
104684;SUPERSET OF;14037;37876
104684;SUPERSET OF;10304;37877
104684;SUPERSET OF;11430;37878
104684;SUPERSET OF;105041;37879
104684;SUPERSET OF;12173;37880
104684;OVERLAPS WITH;105102;37881
104684;SUPERSET OF;104847;37882
104684;SUPERSET OF;12755;37883
104748;OVERLAPS WITH;109738;37884
104748;OVERLAPS WITH;104746;37885
104748;OVERLAPS WITH;104747;37886
104748;OVERLAPS WITH;105089;37888
104748;OVERLAPS WITH;105019;37889
104748;OVERLAPS WITH;104856;37890
104748;SUPERSET OF;133;37891
104748;OVERLAPS WITH;105060;37892
104754;OVERLAPS WITH;104984;37893
104754;OVERLAPS WITH;107904;37894
104754;OVERLAPS WITH;105040;37895
104754;SUBSET OF;104842;37896
104754;SUBSET OF;105671;37897
104754;OVERLAPS WITH;104807;37898
104754;SUPERSET OF;130;37899
104754;OVERLAPS WITH;104994;37900
104754;SUPERSET OF;72;37901
104754;OVERLAPS WITH;104876;37902
104766;SUPERSET OF;10788;37905
104766;SUPERSET OF;12046;37906
104766;SUPERSET OF;10893;37907
104766;SUPERSET OF;33;37909
104773;SUPERSET OF;12627;37914
104773;OVERLAPS WITH;104956;37915
104773;SUPERSET OF;197;37916
104807;OVERLAPS WITH;104984;37917
104807;OVERLAPS WITH;107904;37918
104807;OVERLAPS WITH;105040;37919
104807;SUBSET OF;104842;37920
104807;SUBSET OF;105671;37921
104807;OVERLAPS WITH;104754;37922
104807;OVERLAPS WITH;104994;37923
104807;SUPERSET OF;72;37924
104807;OVERLAPS WITH;104876;37925
104807;SUPERSET OF;90;37926
104254;SUBSET OF;107927;37927
104699;SUPERSET OF;12854;37928
104699;SUBSET OF;104713;37929
104699;OVERLAPS WITH;104794;37930
104699;SUPERSET OF;11736;37931
104699;SUBSET OF;105078;37932
104699;OVERLAPS WITH;105098;37933
104705;SUPERSET OF;105093;37934
104705;OVERLAPS WITH;104882;37935
104705;SUPERSET OF;12020;37936
104705;SUPERSET OF;11923;37937
104705;OVERLAPS WITH;104886;37938
104705;SUPERSET OF;108395;37939
104705;SUPERSET OF;12689;37940
104705;SUPERSET OF;104686;37941
104705;SUPERSET OF;12688;37942
104705;OVERLAPS WITH;105102;37943
104705;SUPERSET OF;10626;37944
104705;SUPERSET OF;10628;37945
104705;SUPERSET OF;104744;37946
104705;SUPERSET OF;12712;37947
104705;SUPERSET OF;10577;37948
104705;SUPERSET OF;10576;37949
104705;SUPERSET OF;10578;37951
104705;SUPERSET OF;12687;37952
104705;SUPERSET OF;105075;37953
104705;SUPERSET OF;10623;37954
104705;SUPERSET OF;104698;37955
104705;SUPERSET OF;10619;37956
104730;SUPERSET OF;11531;37957
104730;SUPERSET OF;11874;37958
104730;SUPERSET OF;100168;37959
104731;SUPERSET OF;10877;37963
104731;SUPERSET OF;104879;37964
104731;SUPERSET OF;12454;37965
104731;SUPERSET OF;10879;37966
